
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_trt_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_gpu_trace.py]... 
Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
110934688,4064,4133,1,1,1,512,1,1,40,0.017,0.000,,,,,NVIDIA L40S (0),1,,18,"void tensorrt_llm::_v1::kernels::air_topk_stable::radix_topk_one_block_kernel<float, int, (int)11, (int)512, (bool)1>(const T1 *, const T2 *, T2, T2, T1 *, T2 *, bool, char *)"
110939520,3104,4140,1,1,1,256,1,1,245,0.034,0.000,,,,,NVIDIA L40S (0),1,,18,"void cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::segmented_sort::DeviceSegmentedSortFallbackKernel<(cub::CUB_300104_SM_800_860_890_900_1000_1200::SortOrder)0, cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::segmented_sort::policy_hub<int, float>::Policy860, int, float, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::transform_iterator<tensorrt_llm::_v1::kernels::air_topk_stable::ComputeOffset<int>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::counting_iterator<int, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::compile_time_value<(int)1>>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::transform_iterator<tensorrt_llm::_v1::kernels::air_topk_stable::ComputeOffset<int>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::counting_iterator<int, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::compile_time_value<(int)1>>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default>, int>(const T3 *, T3 *, cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::device_double_buffer<T3>, const T4 *, T4 *, cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::device_double_buffer<T4>, T5, T6)"
110943360,3104,4152,1,1,1,256,1,1,226,0.034,0.000,,,,,NVIDIA L40S (0),1,,18,"void cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::segmented_sort::DeviceSegmentedSortFallbackKernel<(cub::CUB_300104_SM_800_860_890_900_1000_1200::SortOrder)1, cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::segmented_sort::policy_hub<float, int>::Policy860, float, int, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::transform_iterator<tensorrt_llm::_v1::kernels::air_topk_stable::ComputeOffset<int>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::counting_iterator<int, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::compile_time_value<(int)1>>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::transform_iterator<tensorrt_llm::_v1::kernels::air_topk_stable::ComputeOffset<int>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::counting_iterator<int, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::compile_time_value<(int)1>>, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default, thrust::THRUST_300104_SM_800_860_890_900_1000_1200_NS::use_default>, int>(const T3 *, T3 *, cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::device_double_buffer<T3>, const T4 *, T4 *, cub::CUB_300104_SM_800_860_890_900_1000_1200::detail::device_double_buffer<T4>, T5, T6)"
110947168,1280,4159,1,1,1,32,1,1,22,0.000,0.000,,,,,NVIDIA L40S (0),1,,18,"tensorrt_llm::_v1::kernels::gatherId(const int *, int *, unsigned long, unsigned long, unsigned long, unsigned long)"
110949088,6945,4161,1,1,1,32,1,1,74,0.000,0.000,,,,,NVIDIA L40S (0),1,,18,"void tensorrt_llm::_v1::kernels::beamStage3Kernel<float, (int)16, (int)32, (bool)1, (bool)1>(const int *, const T1 *, float *, tensorrt_llm::_v1::kernels::BeamHypotheses)"
110956673,2272,4163,160,1,10,32,1,1,18,0.000,0.000,,,,,NVIDIA L40S (0),1,,18,"tensorrt_llm::_v1::kernels::updateCacheIndirectionKernel(int *, const int *, tensorrt_llm::_v1::kernels::BeamHypotheses, int, int)"
110959617,1024,4164,,,,,,,,,,0.000,9.766,Device,Device,NVIDIA L40S (0),1,,18,[CUDA memcpy Device-to-Device]
110961409,1152,4165,,,,,,,,,,0.000,3.472,Device,Device,NVIDIA L40S (0),1,,18,[CUDA memcpy Device-to-Device]
110963201,1568,4167,1,1,1,10,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,18,"tensorrt_llm::_v1::kernels::lengthCriterion(tensorrt_llm::_v1::kernels::FinishedState *, int *, const int *, int *, int *, const int *, int, int)"
110965409,992,4168,,,,,,,,,,0.000,4.032,Device,Device,NVIDIA L40S (0),1,,18,[CUDA memcpy Device-to-Device]
110967041,992,4169,,,,,,,,,,0.000,10.081,Device,Device,NVIDIA L40S (0),1,,18,[CUDA memcpy Device-to-Device]
110968833,1760,4171,1,1,1,10,1,1,28,0.000,0.000,,,,,NVIDIA L40S (0),1,,18,"tensorrt_llm::_v1::kernels::copyNextStepIds(int *, const int *const *, const int *, const int *, const int *, int, int, int, int, int)"
110972225,1024,4180,,,,,,,,,,0.000,39.062,Device,Pinned,NVIDIA L40S (0),1,,13,[CUDA memcpy Device-to-Host]
110974433,896,4181,,,,,,,,,,0.000,44.643,Device,Pinned,NVIDIA L40S (0),1,,13,[CUDA memcpy Device-to-Host]
110976321,896,4182,,,,,,,,,,0.000,4.464,Device,Pinned,NVIDIA L40S (0),1,,13,[CUDA memcpy Device-to-Host]
110978241,896,4183,,,,,,,,,,0.000,11.161,Device,Pinned,NVIDIA L40S (0),1,,13,[CUDA memcpy Device-to-Host]
110999265,4064,4190,142,1,1,256,1,1,26,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,tensorrt_llm::_v1::kernels::copyBeamHypotheses(tensorrt_llm::_v1::kernels::CopyBeamHypothesesStruct)
111006849,1088,4193,10,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,"tensorrt_llm::_v1::kernels::initializeOutput(int *, const int *, int, int)"
111030945,384,4197,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111042337,87776,4200,1,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,tensorrt_llm::_v1::kernels::insertUnfinishedPathKernel(tensorrt_llm::_v1::kernels::BeamHypotheses)
111130817,10144,4202,1,1,1,32,1,1,32,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,tensorrt_llm::_v1::kernels::finalizeKernel(tensorrt_llm::_v1::kernels::BeamHypotheses)
111141729,1248,4207,,,,,,,,,,0.000,32.051,Device,Device,NVIDIA L40S (0),1,,16,[CUDA memcpy Device-to-Device]
111143649,1440,4208,,,,,,,,,,0.005,3583.331,Device,Device,NVIDIA L40S (0),1,,16,[CUDA memcpy Device-to-Device]
111151009,1056,4213,,,,,,,,,,0.005,4886.360,Device,Pinned,NVIDIA L40S (0),1,,16,[CUDA memcpy Device-to-Host]
111153089,992,4214,,,,,,,,,,0.000,40.323,Device,Pinned,NVIDIA L40S (0),1,,16,[CUDA memcpy Device-to-Host]
111201826,384,4237,,,,,,,,,,0.000,10.417,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111210754,3328,4239,6,1,1,256,1,1,28,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::runtime::kernels::<unnamed>::copyBatch<unsigned int>(const unsigned char *, unsigned char *, const long *, const long *, const long *, long)"
111217346,384,4241,,,,,,,,,,0.000,104.167,Pageable,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111220418,384,4242,,,,,,,,,,0.000,104.167,Pageable,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111222978,416,4243,,,,,,,,,,0.000,96.154,Pageable,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111225954,384,4244,,,,,,,,,,0.000,104.167,Pageable,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111229378,384,4246,,,,,,,,,,0.000,104.167,Pageable,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111234690,1568,4247,,,,,,,,,,0.000,153.061,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
111270914,11936,4248,10,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_GathCastMulMeanAddSqrtDivMulCastMul_0xb83308d3e23a7d52c1f00b93d6c52c8e_com
111283042,16544,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111300450,12768,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
111313282,13024,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111326338,2048,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111328450,71009,4248,1,118,1,128,1,1,128,0.000,0.082,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111399491,1280,4248,55,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_com_vec
111400835,35616,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111436483,2080,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111438595,17920,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111457347,12224,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
111469603,13216,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111482883,2080,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111484995,72512,4248,1,118,1,128,1,1,128,0.000,0.082,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111557571,1248,4248,55,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_com_vec
111558915,31584,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111590563,2048,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111592675,16448,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111609923,12225,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
111622212,13216,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111635492,2080,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111637636,71712,4248,1,118,1,128,1,1,128,0.000,0.082,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111709412,1280,4248,55,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_com_vec
111710724,31744,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111742564,2176,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111744804,16480,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111762340,12096,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
111774500,13312,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111787876,2080,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111790020,71553,4248,1,118,1,128,1,1,128,0.000,0.082,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111861637,1280,4248,55,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_com_vec
111862981,31904,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111894949,2080,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111897093,16416,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111914341,12512,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
111926917,13216,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
111940197,2112,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
111942373,72576,4248,1,118,1,128,1,1,128,0.000,0.082,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112015013,1280,4248,55,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_com_vec
112016357,31776,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112048197,2048,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
112050309,16417,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112067590,12192,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
112079846,13088,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112092966,2080,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
112095110,71168,4248,1,118,1,128,1,1,128,0.000,0.082,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112166342,1280,4248,55,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_com_vec
112167686,31328,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112199078,2048,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
112201158,16480,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112218406,12320,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
112230758,13056,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112243878,2208,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
112246118,71233,4248,1,118,1,128,1,1,128,0.000,0.082,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112317383,1312,4248,55,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_SiluMul_0x9f454cc6bd9fa35367d73674a8bd1d8c_com_vec
112318727,31712,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112350503,2048,4248,10,1,1,128,1,1,33,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,__myl_AddCastMulMeanAddSqrtDivMulCastMul_0x21025d7473ed11017b82f571ac2b6ca2_com_vec
112352583,16736,4248,1,80,1,128,1,1,54,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
112370375,12256,4248,32,10,1,512,1,1,62,0.000,0.004,,,,,NVIDIA L40S (0),1,,13,"void tensorrt_llm::_v1::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, tensorrt_llm::_v1::kernels::KVBlockArray, tensorrt_llm::_v1::kernels::KVBlockArray, (unsigned int)64, (unsigned int)512, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)0, (unsigned int)8, (unsigned int)8, (unsigned int)4, (unsigned int)8, (unsigned int)0, (unsigned int)0>(tensorrt_llm::_v1::kernels::Multihead_attention_params<T1, T8>, T4, T5)"
112382663,13120,4248,1,64,1,128,1,1,56,0.000,0.049,,,,,NVIDIA L40S (0),1,,13,sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
