match_idx	conversation_id	conversation_idx	input_tokens	output_tokens	cached_tokens	ttft_client_ms	itl_client_ms	elapsed_client_ms	ttft_server_ms	srv_preproc_ms	queue_ms	prefill_ms	srv_postproc_ms	gpu_forward_ms	gpu_sample_ms	prefill_host_ms	decode_ms	end_to_end_ms	first_iter	last_iter	kv_blocks_total	kv_blocks_new	kv_blocks_reused	kv_blocks_missed	kv_block_reuse_ratio
136	aa-rwlt-coding-agent-051	12	31224	303	30826	143.042	1.568	527.565	55.396	18.589	8.535	26.806	1.466				465.877	519.807	17966.000	18074.000	26.000	26.000	1928.000	24.000	0.988
137	aa-rwlt-coding-agent-051	13	32326	436	31238	158.864	1.934	901.803	71.368	19.331	9.092	41.575	1.370				823.819	893.817	18076.000	18266.000	70.000	70.000	1954.000	68.000	0.966
138	aa-rwlt-coding-agent-051	14	33966	214	32329	187.993	2.051	485.630	87.841	20.018	9.802	56.599	1.422				379.452	465.871	18268.000	18356.000	104.000	104.000	2022.000	102.000	0.952
139	aa-rwlt-coding-agent-051	15	37550	64	33969	221.922	0.640	235.044	134.266	21.915	11.633	98.637	2.081				94.805	226.990	18358.000	18380.000	226.000	226.000	2124.000	224.000	0.905
140	aa-rwlt-coding-agent-051	16	37865	223	37553	150.079	1.989	482.617	59.784	22.263	10.421	25.670	1.430				415.896	474.250	18382.000	18478.000	22.000	22.000	2348.000	20.000	0.992
141	aa-rwlt-coding-agent-051	17	40847	374	37868	208.972	1.909	793.403	120.500	23.958	10.964	83.469	2.109				665.852	784.243	18480.000	18633.000	188.000	188.000	2368.000	186.000	0.927
142	aa-rwlt-coding-agent-051	18	41231	696	40850	160.244	1.760	1276.782	71.088	24.561	11.245	33.581	1.701				1198.046	1267.433	18635.000	18911.000	26.000	26.000	2554.000	24.000	0.991
143	aa-rwlt-coding-agent-051	19	43644	196	41234	229.018	1.858	485.727	114.064	25.471	12.426	74.036	2.131				339.269	451.202	18913.000	18991.000	152.000	152.000	2578.000	150.000	0.945
144	aa-rwlt-coding-agent-051	20	43771	41	43650	141.743	0.005	142.137	68.715	25.950	11.562	29.309	1.894				65.369	132.190	18993.000	19008.000	8.000	8.000	2730.000	6.000	0.998
145	aa-rwlt-coding-agent-051	21	44171	200	43782	159.043	1.679	372.561	68.233	26.690	11.940	27.691	1.912				296.577	362.898	19010.000	19078.000	26.000	26.000	2738.000	24.000	0.991
146	aa-rwlt-coding-agent-051	22	45139	46	44182	177.039	0.007	177.425	90.912	27.359	12.997	49.005	1.551				77.750	167.111	19080.000	19098.000	62.000	62.000	2762.000	60.000	0.979
147	aa-rwlt-coding-agent-051	23	45228	84	45144	157.764	3.127	223.726	67.738	27.580	12.344	25.653	2.161				147.548	213.125	19100.000	19134.000	8.000	8.000	2822.000	6.000	0.998
148	aa-rwlt-coding-agent-051	24	45380	98	45231	166.603	2.633	266.974	68.048	28.054	12.099	26.446	1.449				190.131	256.730	19136.000	19180.000	12.000	12.000	2828.000	10.000	0.996
149	aa-rwlt-coding-agent-051	25	45436	72	45383	158.898	2.504	211.789	68.187	28.195	12.351	25.949	1.692				134.162	200.657	19182.000	19213.000	4.000	4.000	2838.000	2.000	0.999
150	aa-rwlt-coding-agent-051	26	45653	188	45442	159.243	2.179	445.036	69.105	28.813	12.145	26.106	2.041				367.377	434.441	19215.000	19299.000	14.000	14.000	2842.000	12.000	0.996
151	aa-rwlt-coding-agent-051	27	45744	123	45656	159.133	2.452	328.614	68.192	28.987	12.636	25.127	1.442				250.578	317.328	19301.000	19359.000	8.000	8.000	2854.000	6.000	0.998
152	aa-rwlt-coding-agent-051	28	48746	61	45747	229.761	0.929	251.451	136.716	30.522	13.130	91.622	1.442				104.495	239.769	19361.000	19385.000	190.000	190.000	2860.000	188.000	0.938
153	aa-rwlt-coding-agent-051	29	48814	53	48749	163.847	1.383	191.817	72.242	30.803	13.155	25.914	2.370				110.696	180.568	19387.000	19412.000	6.000	6.000	3048.000	4.000	0.999
154	aa-rwlt-coding-agent-051	30	49312	60	48817	169.412	0.466	186.981	77.659	31.247	13.403	30.417	2.592				100.382	175.449	19414.000	19437.000	32.000	32.000	3052.000	30.000	0.990
155	aa-rwlt-coding-agent-051	31	49749	59	49315	169.604	0.550	186.973	76.412	31.926	13.191	29.751	1.544				99.978	174.846	19439.000	19462.000	28.000	28.000	3084.000	26.000	0.992
156	aa-rwlt-coding-agent-051	32	50432	337	49752	235.279	2.024	816.553	94.198	32.608	14.142	44.889	2.559				663.255	754.894	19464.000	19616.000	44.000	44.000	3110.000	42.000	0.987
157	aa-rwlt-coding-agent-051	33	50969	150	50435	188.836	2.104	403.725	87.695	32.973	13.666	39.372	1.684				297.412	383.423	19618.000	19686.000	34.000	34.000	3154.000	32.000	0.990
158	aa-rwlt-coding-agent-051	34	51533	218	50972	184.557	1.950	502.650	89.594	33.699	13.719	39.831	2.345				402.341	489.590	19688.000	19779.000	38.000	38.000	3186.000	36.000	0.989
159	aa-rwlt-coding-agent-051	35	54397	53	51536	245.084	0.367	253.458	151.011	34.971	14.191	100.094	1.755				91.347	240.603	19781.000	19802.000	180.000	180.000	3222.000	178.000	0.948
160	aa-rwlt-coding-agent-051	36	54466	259	54400	171.807	2.056	591.555	78.575	35.384	14.578	26.397	2.216				502.073	578.432	19804.000	19918.000	6.000	6.000	3400.000	6.000	0.998
161	aa-rwlt-coding-agent-051	37	55077	237	54469	197.503	1.905	515.893	101.080	35.854	14.750	48.344	2.132				402.825	501.773	19920.000	20011.000	40.000	40.000	3406.000	38.000	0.989
162	aa-rwlt-coding-agent-051	38	56003	209	55080	193.649	2.027	510.201	98.791	36.735	14.938	45.090	2.028				399.863	496.626	20013.000	20103.000	60.000	60.000	3444.000	58.000	0.983
163	aa-rwlt-coding-agent-051	39	59362	50	56006	279.986	0.849	304.065	184.129	39.107	15.877	127.536	1.609				96.577	279.097	20105.000	20127.000	212.000	212.000	3502.000	210.000	0.943
164	aa-rwlt-coding-agent-051	40	59488	117	59369	179.665	2.312	321.043	84.049	38.858	15.984	26.918	2.289				225.131	306.891	20129.000	20180.000	8.000	8.000	3712.000	6.000	0.998
165	aa-rwlt-coding-agent-051	41	60242	183	59491	199.190	1.907	445.449	103.020	39.179	16.148	45.793	1.900				329.980	431.100	20182.000	20256.000	48.000	48.000	3720.000	46.000	0.988
166	aa-rwlt-coding-agent-051	42	60414	124	60245	181.872	2.084	369.787	85.000	39.725	15.709	27.542	2.024				271.652	354.628	20258.000	20317.000	12.000	12.000	3766.000	10.000	0.997
167	aa-rwlt-coding-agent-051	43	60676	50	60417	184.953	0.507	197.959	87.724	39.803	15.841	29.928	2.152				97.352	182.924	20319.000	20341.000	18.000	18.000	3778.000	16.000	0.996
168	aa-rwlt-coding-agent-051	44	60748	637	60680	188.188	1.347	968.404	83.616	40.256	16.164	25.729	1.467				871.149	953.298	20343.000	20538.000	6.000	6.000	3794.000	4.000	0.999
169	aa-rwlt-coding-agent-051	45	60874	57	60752	190.969	0.263	196.073	86.043	40.757	15.975	27.645	1.666				88.841	173.218	20540.000	20560.000	10.000	10.000	3798.000	8.000	0.998
170	aa-rwlt-coding-agent-051	46	60961	75	60877	183.233	2.036	254.829	85.989	40.883	15.996	26.582	2.528				154.823	238.284	20562.000	20597.000	8.000	8.000	3806.000	6.000	0.998
171	aa-rwlt-coding-agent-073	0	9944	363	2028	185.867	1.858	747.192	98.653	5.645	3.800	87.550	1.658				645.391	742.386	20599.000	20751.000	496.000	496.000	128.000	494.000	0.206
172	aa-rwlt-coding-agent-073	1	10365	45	9944	132.772	0.555	140.909	35.974	6.366	3.798	24.139	1.671				86.837	121.140	20753.000	20774.000	28.000	28.000	622.000	26.000	0.960
173	aa-rwlt-coding-agent-073	2	12288	62	9949	138.569	0.907	159.739	55.747	7.658	4.272	42.182	1.635				100.708	154.820	20776.000	20800.000	148.000	148.000	622.000	146.000	0.810
174	aa-rwlt-coding-agent-073	3	13603	488	12291	129.766	1.780	883.083	46.255	8.336	4.556	31.656	1.707				832.773	877.321	20802.000	20999.000	84.000	84.000	770.000	82.000	0.904
175	aa-rwlt-coding-agent-073	4	14656	837	13606	149.996	1.760	1518.093	50.930	9.396	4.810	35.237	1.487				1448.189	1497.632	21001.000	21343.000	66.000	66.000	852.000	64.000	0.930
176	aa-rwlt-coding-agent-073	5	15125	65	14659	162.880	3.461	204.726	40.812	9.461	5.107	24.574	1.670				122.875	162.017	21345.000	21374.000	30.000	30.000	918.000	28.000	0.970
177	aa-rwlt-coding-agent-073	6	15089	85	10368	168.861	0.956	219.833	82.824	9.770	5.029	66.027	1.998				133.050	213.876	21376.000	21407.000	296.000	296.000	648.000	296.000	0.686
178	aa-rwlt-coding-agent-073	7	16666	57	15128	146.450	0.406	158.928	62.421	11.544	5.372	43.911	1.594				91.804	152.631	21409.000	21431.000	98.000	98.000	946.000	96.000	0.908
179	aa-rwlt-coding-agent-073	8	16821	69	16669	126.689	2.300	177.598	42.343	11.896	5.396	23.347	1.704				130.172	170.811	21433.000	21464.000	12.000	12.000	1042.000	10.000	0.990
180	aa-rwlt-coding-agent-073	9	17001	201	16824	128.539	2.158	418.015	44.429	12.292	5.325	24.634	2.178				368.886	411.137	21466.000	21553.000	14.000	14.000	1052.000	12.000	0.989
181	aa-rwlt-coding-agent-073	10	17096	91	17004	129.002	1.207	212.637	43.921	12.651	5.674	24.132	1.464				163.107	205.564	21555.000	21594.000	8.000	8.000	1064.000	6.000	0.994
182	aa-rwlt-coding-agent-073	11	17717	211	17099	132.141	2.018	433.119	46.123	13.371	5.681	25.486	1.585				381.293	425.831	21596.000	21686.000	40.000	40.000	1070.000	38.000	0.966
183	aa-rwlt-coding-agent-073	12	18091	106	17720	131.791	2.543	223.706	46.172	13.831	5.679	24.954	1.708				171.762	216.226	21688.000	21729.000	26.000	26.000	1108.000	24.000	0.979
184	aa-rwlt-coding-agent-073	13	18282	46	18096	128.327	0.005	128.732	51.706	14.100	5.752	29.537	2.317				71.301	120.690	21731.000	21748.000	14.000	14.000	1132.000	12.000	0.990
185	aa-rwlt-coding-agent-073	14	18974	56	18285	131.798	0.005	132.210	48.897	14.555	5.961	26.827	1.554				76.534	123.877	21750.000	21768.000	44.000	44.000	1144.000	42.000	0.965
186	aa-rwlt-coding-agent-073	15	20205	87	18977	145.007	0.859	183.115	58.486	15.559	6.178	35.123	1.626				118.040	174.900	21770.000	21798.000	78.000	78.000	1188.000	76.000	0.940
187	aa-rwlt-coding-agent-073	16	20517	70	20208	136.817	1.135	162.098	50.284	15.930	6.263	25.809	2.282				105.745	153.747	21800.000	21825.000	22.000	22.000	1264.000	20.000	0.984
188	aa-rwlt-coding-agent-073	17	20622	55	20520	137.046	1.327	166.542	50.083	16.201	6.307	25.934	1.641				109.546	157.988	21827.000	21853.000	8.000	8.000	1284.000	6.000	0.995
189	aa-rwlt-coding-agent-073	18	20694	75	20625	136.579	2.750	191.872	49.380	16.662	6.402	24.371	1.945				135.524	182.959	21855.000	21887.000	6.000	6.000	1290.000	4.000	0.997
190	aa-rwlt-coding-agent-073	19	21054	55	20697	139.487	0.505	156.459	50.264	16.860	6.399	25.249	1.756				99.087	147.595	21889.000	21912.000	24.000	24.000	1294.000	22.000	0.983
191	aa-rwlt-coding-agent-073	20	21131	53	21057	137.856	0.380	146.534	50.535	18.069	6.441	24.270	1.755				88.518	137.298	21914.000	21935.000	6.000	6.000	1318.000	4.000	0.997
192	aa-rwlt-coding-agent-073	21	22453	1440	21134	151.485	1.648	2437.265	64.003	18.130	6.840	37.152	1.881				2365.030	2427.152	21937.000	22489.000	84.000	84.000	1322.000	82.000	0.942
193	aa-rwlt-coding-agent-073	22	22918	1233	22456	189.604	1.698	2179.830	53.157	18.439	7.335	25.653	1.730				2070.354	2121.781	22491.000	22975.000	32.000	32.000	1404.000	30.000	0.979
194	aa-rwlt-coding-agent-073	23	24415	65	22921	206.883	0.200	215.406	69.555	19.739	7.707	39.900	2.209				89.455	156.801	22977.000	22998.000	94.000	94.000	1434.000	92.000	0.940
195	aa-rwlt-coding-agent-073	24	24715	54	24419	139.134	0.004	139.545	54.377	19.843	7.367	25.282	1.885				76.499	128.991	23000.000	23018.000	20.000	20.000	1528.000	18.000	0.988
196	aa-rwlt-coding-agent-073	25	26106	1775	24719	166.455	1.642	2960.671	76.878	20.878	7.625	46.036	2.339				2875.006	2949.545	23020.000	23689.000	88.000	88.000	1546.000	86.000	0.947
197	aa-rwlt-coding-agent-073	26	27411	616	15092	371.554	1.768	1353.288	215.728	21.438	8.185	184.322	1.783				1063.523	1277.468	23691.000	23939.000	772.000	772.000	944.000	770.000	0.551
198	aa-rwlt-coding-agent-073	27	28000	365	27414	173.753	1.840	733.437	62.945	22.099	8.658	29.896	2.292				641.440	702.093	23941.000	24091.000	38.000	38.000	1714.000	36.000	0.979
199	aa-rwlt-coding-agent-073	28	31161	393	28003	210.384	1.949	842.213	110.341	24.051	9.211	75.475	1.604				713.077	821.814	24093.000	24260.000	198.000	198.000	1752.000	196.000	0.899
200	aa-rwlt-coding-agent-073	29	31561	69	26109	247.760	1.843	286.777	146.156	24.463	9.309	110.099	2.285				121.326	265.197	24262.000	24290.000	344.000	344.000	1632.000	342.000	0.827
201	aa-rwlt-coding-agent-073	30	32395	246	31164	170.482	1.654	452.105	79.286	25.224	9.341	42.623	2.098				362.937	440.125	24292.000	24377.000	80.000	80.000	1948.000	78.000	0.962
202	aa-rwlt-coding-agent-073	31	32685	69	31564	175.053	1.300	205.265	83.085	25.691	9.399	46.086	1.909				112.016	193.192	24379.000	24405.000	72.000	72.000	1974.000	70.000	0.966
203	aa-rwlt-coding-agent-073	32	32785	79	32688	160.218	2.031	221.454	64.695	26.504	9.245	26.999	1.947				146.250	208.998	24407.000	24440.000	8.000	8.000	2044.000	6.000	0.997
204	aa-rwlt-coding-agent-073	33	33032	87	32795	155.572	2.401	220.658	64.143	27.257	9.517	25.312	2.057				145.904	207.990	24442.000	24476.000	18.000	18.000	2050.000	16.000	0.992
205	aa-rwlt-coding-agent-073	34	33304	82	33035	166.432	2.242	218.301	66.444	28.054	9.642	26.081	2.667				141.419	205.196	24478.000	24509.000	18.000	18.000	2066.000	16.000	0.992
206	aa-rwlt-coding-agent-073	35	33419	93	33311	156.003	2.491	221.063	64.277	27.521	9.694	25.052	2.010				145.581	207.848	24511.000	24545.000	10.000	10.000	2082.000	8.000	0.996
207	aa-rwlt-coding-agent-073	36	33533	194	33422	157.823	2.026	423.493	64.899	27.533	9.529	25.754	2.083				347.622	410.438	24547.000	24628.000	8.000	8.000	2090.000	6.000	0.997
208	aa-rwlt-coding-agent-073	37	33622	92	33536	158.030	2.777	244.412	65.602	28.074	9.642	25.787	2.099				167.421	230.924	24630.000	24669.000	6.000	6.000	2096.000	6.000	0.997
209	aa-rwlt-coding-agent-073	38	33955	157	33630	165.256	1.745	315.620	72.944	29.709	9.742	31.338	2.155				231.233	302.022	24671.000	24725.000	24.000	24.000	2102.000	22.000	0.990
210	aa-rwlt-coding-agent-073	39	34186	49	33958	155.793	0.005	156.214	67.119	28.749	9.883	26.484	2.003				77.123	142.239	24727.000	24745.000	16.000	16.000	2124.000	14.000	0.993
211	aa-rwlt-coding-agent-073	40	34345	107	34189	160.736	2.588	277.507	67.959	30.332	9.768	25.531	2.328				198.203	263.834	24747.000	24793.000	12.000	12.000	2138.000	10.000	0.995
212	aa-rwlt-coding-agent-073	41	34639	52	34348	160.360	0.004	160.774	66.780	29.654	9.848	25.344	1.934				81.472	146.318	24795.000	24814.000	20.000	20.000	2148.000	18.000	0.992
213	aa-rwlt-coding-agent-073	42	34738	429	34642	169.949	1.764	791.036	68.848	30.161	9.885	26.432	2.370				710.203	776.681	24816.000	24981.000	8.000	8.000	2166.000	6.000	0.997
214	aa-rwlt-coding-agent-073	43	34908	205	34742	165.329	1.838	428.581	68.012	30.166	10.055	25.772	2.019				344.005	409.998	24983.000	25063.000	12.000	12.000	2172.000	10.000	0.995
215	aa-rwlt-coding-agent-073	44	35239	158	34912	167.069	1.638	339.382	69.887	30.655	10.041	27.221	1.970				256.487	324.404	25065.000	25124.000	22.000	22.000	2182.000	22.000	0.990
216	aa-rwlt-coding-agent-073	45	36684	73	32399	236.484	0.727	270.933	141.928	31.630	10.349	97.951	1.998				108.952	248.882	25126.000	25151.000	270.000	270.000	2026.000	268.000	0.883
217	aa-rwlt-coding-agent-073	46	37142	47	35242	202.685	0.154	206.986	107.606	33.571	10.420	61.535	2.080				86.365	191.891	25153.000	25173.000	120.000	120.000	2204.000	118.000	0.949
218	aa-rwlt-coding-agent-073	47	37397	71	37145	169.891	1.145	209.122	74.542	33.887	10.430	27.472	2.753				121.620	193.409	25175.000	25203.000	18.000	18.000	2322.000	16.000	0.993
219	aa-rwlt-coding-agent-073	48	38805	174	37400	191.948	1.039	328.414	96.207	34.921	10.735	48.399	2.152				218.833	312.888	25205.000	25255.000	90.000	90.000	2338.000	88.000	0.964
220	aa-rwlt-coding-agent-073	49	39300	123	38808	170.749	1.541	286.602	74.392	34.046	11.018	27.627	1.701				197.815	270.506	25257.000	25303.000	34.000	34.000	2426.000	32.000	0.987
221	aa-rwlt-coding-agent-073	50	44903	81	36688	329.061	0.641	359.514	231.897	37.526	12.343	180.318	1.710				112.809	342.996	25305.000	25331.000	516.000	516.000	2294.000	514.000	0.817
222	aa-rwlt-coding-agent-073	51	45427	44	39303	288.216	0.007	288.622	196.668	37.715	12.711	143.806	2.436				77.386	271.618	25333.000	25351.000	384.000	384.000	2458.000	382.000	0.865
223	aa-rwlt-coding-agent-073	52	45861	269	45430	178.912	1.775	523.563	80.871	38.200	12.355	28.320	1.996				427.583	506.458	25353.000	25450.000	30.000	30.000	2840.000	28.000	0.990
224	aa-rwlt-coding-agent-073	53	46352	181	45864	183.870	1.948	417.978	84.853	40.620	12.717	29.472	2.044				317.578	400.387	25452.000	25523.000	32.000	32.000	2868.000	30.000	0.990
225	aa-rwlt-coding-agent-073	54	46606	97	46356	179.143	1.200	273.097	80.413	39.163	12.887	26.201	2.162				177.460	255.711	25525.000	25565.000	18.000	18.000	2898.000	16.000	0.995
226	aa-rwlt-coding-agent-073	55	46763	206	46613	180.200	1.439	383.356	80.984	39.756	12.887	26.315	2.026				286.965	365.923	25567.000	25632.000	12.000	12.000	2914.000	10.000	0.997
227	aa-rwlt-coding-agent-073	56	47829	95	46766	207.491	1.892	275.894	108.799	42.220	13.109	51.323	2.147				143.702	250.354	25634.000	25666.000	68.000	68.000	2924.000	66.000	0.978
228	aa-rwlt-coding-agent-073	57	47902	183	44909	245.651	1.579	471.757	145.947	40.780	12.995	90.359	1.813				309.353	453.487	25668.000	25738.000	188.000	188.000	2808.000	186.000	0.938
229	aa-rwlt-coding-agent-073	58	48717	230	47832	202.520	2.091	552.078	103.488	41.438	17.823	41.712	2.515				432.656	533.629	25740.000	25839.000	58.000	58.000	2990.000	56.000	0.982
230	aa-rwlt-coding-agent-073	59	49036	97	48720	199.157	2.464	278.315	99.272	43.912	14.797	38.773	1.790				161.771	259.253	25841.000	25878.000	22.000	22.000	3046.000	20.000	0.993
231	aa-rwlt-coding-agent-073	60	49135	218	49039	181.596	1.945	493.130	83.120	42.533	13.364	24.536	2.687				394.289	474.722	25880.000	25969.000	8.000	8.000	3066.000	6.000	0.998
232	aa-rwlt-coding-agent-073	61	49413	61	49144	184.204	0.715	205.968	84.876	42.471	13.393	26.818	2.194				104.498	187.180	25971.000	25995.000	20.000	20.000	3072.000	18.000	0.994
233	aa-rwlt-coding-agent-073	62	49860	56	49416	190.971	0.806	213.022	88.651	43.181	13.616	29.998	1.856				106.745	193.540	25997.000	26021.000	30.000	30.000	3090.000	28.000	0.991
234	aa-rwlt-coding-agent-073	63	50267	94	49863	190.201	1.864	287.493	90.167	44.836	13.598	28.681	3.052				181.205	268.320	26023.000	26064.000	26.000	26.000	3118.000	24.000	0.992
235	aa-rwlt-coding-agent-073	64	51041	138	50268	201.997	1.982	388.633	101.894	44.326	13.824	41.794	1.950				269.437	369.381	26066.000	26127.000	52.000	52.000	3142.000	50.000	0.984
236	aa-rwlt-coding-agent-073	65	51502	77	51044	193.537	1.394	257.964	91.134	44.437	14.204	30.385	2.108				148.804	237.830	26129.000	26162.000	30.000	30.000	3192.000	28.000	0.991
237	aa-rwlt-coding-agent-073	66	51759	80	51506	189.976	2.200	229.880	88.899	45.323	13.886	27.443	2.247				122.900	209.552	26164.000	26192.000	18.000	18.000	3220.000	16.000	0.995
238	aa-rwlt-coding-agent-073	67	51985	64	51762	191.057	0.699	222.105	89.013	45.831	14.073	26.960	2.149				115.293	202.157	26194.000	26220.000	16.000	16.000	3236.000	14.000	0.996
239	aa-rwlt-coding-agent-010	0	10260	126	2070	181.329	1.996	307.356	95.970	5.886	4.157	84.147	1.780				208.495	302.685	26222.000	26271.000	514.000	514.000	130.000	512.000	0.202
240	aa-rwlt-coding-agent-010	1	18551	105	10263	211.168	2.406	322.125	125.349	10.452	5.581	107.340	1.976				193.585	316.958	26273.000	26318.000	520.000	520.000	642.000	518.000	0.553
241	aa-rwlt-coding-agent-010	2	18716	51	18554	126.425	0.117	130.223	42.454	10.587	5.767	24.240	1.860				84.328	124.922	26320.000	26340.000	12.000	12.000	1160.000	10.000	0.991
242	aa-rwlt-coding-agent-010	3	19031	74	18719	125.160	1.338	162.921	42.065	11.078	5.804	23.106	2.077				117.249	157.237	26342.000	26370.000	22.000	22.000	1170.000	20.000	0.983
243	aa-rwlt-coding-agent-010	4	20861	58	19034	151.242	0.428	164.394	64.025	12.409	6.413	43.425	1.778				95.923	158.170	26372.000	26394.000	116.000	116.000	1190.000	114.000	0.913
244	aa-rwlt-coding-agent-010	5	22210	60	20864	143.500		180.885	58.923	13.297	6.614	37.319	1.693				117.566	174.796	26396.000	26424.000	86.000	86.000	1304.000	86.000	0.938
245	aa-rwlt-coding-agent-010	6	22317	51	22213	123.520	0.004	123.924	46.908	13.585	6.938	24.530	1.855				72.011	117.064	26426.000	26443.000	8.000	8.000	1390.000	6.000	0.996
246	aa-rwlt-coding-agent-010	7	23712	84	22323	154.260	2.221	218.985	62.413	14.553	7.032	38.505	2.323				151.812	211.902	26445.000	26479.000	88.000	88.000	1396.000	86.000	0.942
247	aa-rwlt-coding-agent-010	8	23811	53	23715	124.295	0.004	124.840	46.610	14.594	7.102	23.128	1.786				72.483	117.307	26481.000	26498.000	8.000	8.000	1484.000	6.000	0.996
248	aa-rwlt-coding-agent-010	9	25724	76	23816	159.597	1.075	206.128	73.122	15.793	7.684	47.713	1.932				127.813	199.003	26500.000	26530.000	120.000	120.000	1490.000	118.000	0.927
249	aa-rwlt-coding-agent-010	10	25896	54	25727	134.552	0.004	134.965	49.091	16.260	7.670	23.459	1.702				79.598	126.987	26532.000	26550.000	14.000	14.000	1608.000	12.000	0.993
250	aa-rwlt-coding-agent-010	11	27162	264	25899	159.112	1.534	486.235	72.260	17.088	7.878	45.283	2.011				408.194	478.443	26552.000	26647.000	80.000	80.000	1620.000	78.000	0.954
251	aa-rwlt-coding-agent-010	12	27314	53	27165	144.749	0.004	145.142	50.860	17.399	8.005	23.693	1.763				76.704	125.801	26649.000	26667.000	12.000	12.000	1698.000	10.000	0.994
252	aa-rwlt-coding-agent-010	13	28039	439	27317	146.804	1.757	804.147	59.169	17.960	8.128	31.116	1.965				738.555	795.759	26669.000	26840.000	48.000	48.000	1708.000	46.000	0.974
253	aa-rwlt-coding-agent-010	14	28901	430	28042	159.273	1.817	833.836	68.105	18.933	8.447	38.645	2.080				759.092	825.117	26842.000	27018.000	56.000	56.000	1754.000	54.000	0.970
254	aa-rwlt-coding-agent-010	15	29498	52	28907	162.024	0.004	162.447	59.905	19.104	8.569	30.276	1.956				81.462	139.411	27020.000	27039.000	38.000	38.000	1808.000	36.000	0.980
255	aa-rwlt-coding-agent-010	16	30329	195	29501	152.731	2.100	411.321	64.368	19.956	8.953	32.996	2.463				340.122	402.027	27041.000	27120.000	54.000	54.000	1844.000	52.000	0.973
256	aa-rwlt-coding-agent-010	17	30577	60	30332	144.939	0.717	171.070	56.799	20.442	8.991	25.531	1.835				107.186	162.150	27122.000	27147.000	18.000	18.000	1896.000	16.000	0.992
257	aa-rwlt-coding-agent-010	18	31240	55	30580	151.805	0.522	168.808	64.081	20.893	8.933	31.912	2.343				97.826	159.564	27149.000	27172.000	44.000	44.000	1912.000	42.000	0.979
258	aa-rwlt-coding-agent-010	19	31368	53	31243	146.723	0.275	155.049	57.569	21.395	8.968	25.366	1.840				90.111	145.840	27174.000	27195.000	10.000	10.000	1954.000	8.000	0.996
259	aa-rwlt-coding-agent-010	20	32886	427	31371	169.329	1.939	867.638	79.568	22.223	9.565	45.142	2.638				780.828	857.758	27197.000	27377.000	96.000	96.000	1962.000	94.000	0.954
260	aa-rwlt-coding-agent-010	21	33305	887	32889	152.540	1.747	1585.289	61.048	22.763	9.760	26.848	1.677				1515.672	1575.043	27379.000	27728.000	28.000	28.000	2056.000	26.000	0.988
261	aa-rwlt-coding-agent-010	22	33470	731	33308	180.738	1.711	1312.040	60.059	22.930	9.792	25.577	1.760				1212.387	1270.686	27730.000	28010.000	12.000	12.000	2082.000	10.000	0.995
262	aa-rwlt-coding-agent-010	23	34383	320	33474	185.351	1.708	617.654	71.526	23.787	9.831	35.544	2.364				513.383	582.545	28012.000	28131.000	58.000	58.000	2094.000	56.000	0.974
263	aa-rwlt-coding-agent-010	24	35126	245	34390	166.331	1.864	489.127	70.547	24.161	10.312	34.306	1.768				404.024	472.803	28133.000	28227.000	48.000	48.000	2150.000	46.000	0.979
264	aa-rwlt-coding-agent-010	25	36013	728	35129	169.732	1.807	1366.524	79.332	24.969	10.433	41.448	2.482				1278.541	1355.391	28229.000	28525.000	58.000	58.000	2196.000	56.000	0.975
265	aa-rwlt-coding-agent-010	26	36277	142	36024	177.291	2.389	380.627	62.633	25.337	10.521	24.903	1.872				283.562	344.323	28527.000	28592.000	18.000	18.000	2252.000	16.000	0.993
266	aa-rwlt-coding-agent-010	27	36546	59	36284	162.397	0.521	183.018	65.396	25.860	10.395	26.733	2.408				108.635	171.623	28594.000	28619.000	20.000	20.000	2268.000	18.000	0.992
267	aa-rwlt-coding-agent-010	28	36776	47	36549	156.095	0.004	156.488	65.510	26.279	10.426	26.686	2.119				81.162	144.553	28621.000	28640.000	16.000	16.000	2286.000	14.000	0.994
268	aa-rwlt-coding-agent-010	29	37467	544	36779	166.468	1.894	1087.344	74.048	26.962	10.586	34.454	2.046				1003.304	1075.306	28642.000	28872.000	44.000	44.000	2300.000	42.000	0.982
269	aa-rwlt-coding-agent-010	30	37997	710	37470	176.200	1.715	1282.889	73.215	27.338	10.711	33.036	2.130				1189.133	1260.218	28874.000	29148.000	36.000	36.000	2342.000	34.000	0.986
270	aa-rwlt-coding-agent-010	31	38404	53	38000	180.641	0.004	181.033	66.796	27.863	10.832	25.899	2.202				82.324	146.918	29150.000	29169.000	28.000	28.000	2376.000	26.000	0.989
271	aa-rwlt-coding-agent-010	32	39004	508	38408	169.431	1.881	1003.145	76.657	28.513	11.027	34.969	2.148				916.261	990.770	29171.000	29382.000	38.000	38.000	2402.000	36.000	0.985
272	aa-rwlt-coding-agent-010	33	39322	1831	39007	166.520	1.745	3252.166	67.861	28.676	11.177	26.277	1.731				3166.668	3232.798	29384.000	30111.000	22.000	22.000	2438.000	20.000	0.992
273	aa-rwlt-coding-agent-010	34	39689	807	39325	238.474	1.712	1517.639	72.475	29.147	11.641	29.272	2.415				1361.243	1431.303	30113.000	30427.000	26.000	26.000	2458.000	24.000	0.990
