
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_early_emit.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_gpu_proj_sum.py]... 
Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
"TensorRT-LLM:[Executor] _forward_step 119: 0 ctx reqs, 1 gen reqs",PushPop,347333,787413,1,347333.0,347333.0,347333,347333,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 313: 0 ctx reqs, 1 gen reqs",PushPop,347109,802973,1,347109.0,347109.0,347109,347109,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 128: 0 ctx reqs, 1 gen reqs",PushPop,346980,778153,1,346980.0,346980.0,346980,346980,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 216: 0 ctx reqs, 1 gen reqs",PushPop,346372,790713,1,346372.0,346372.0,346372,346372,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 181: 0 ctx reqs, 1 gen reqs",PushPop,346244,797393,1,346244.0,346244.0,346244,346244,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 296: 0 ctx reqs, 1 gen reqs",PushPop,345413,806543,1,345413.0,345413.0,345413,345413,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 94: 0 ctx reqs, 1 gen reqs",PushPop,345381,802633,1,345381.0,345381.0,345381,345381,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 196: 0 ctx reqs, 1 gen reqs",PushPop,343108,795573,1,343108.0,343108.0,343108,343108,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 319: 0 ctx reqs, 1 gen reqs",PushPop,342980,809033,1,342980.0,342980.0,342980,342980,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs",PushPop,341285,796943,1,341285.0,341285.0,341285,341285,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 182: 0 ctx reqs, 1 gen reqs",PushPop,340836,781363,1,340836.0,340836.0,340836,340836,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 329: 0 ctx reqs, 1 gen reqs",PushPop,340132,798723,1,340132.0,340132.0,340132,340132,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 281: 0 ctx reqs, 1 gen reqs",PushPop,339941,790203,1,339941.0,339941.0,339941,339941,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 371: 0 ctx reqs, 1 gen reqs",PushPop,339461,813692,1,339461.0,339461.0,339461,339461,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 166: 0 ctx reqs, 1 gen reqs",PushPop,339012,804883,1,339012.0,339012.0,339012,339012,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 99: 0 ctx reqs, 1 gen reqs",PushPop,338948,791203,1,338948.0,338948.0,338948,338948,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 333: 0 ctx reqs, 1 gen reqs",PushPop,338661,806482,1,338661.0,338661.0,338661,338661,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 393: 0 ctx reqs, 1 gen reqs",PushPop,338180,804633,1,338180.0,338180.0,338180,338180,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 139: 0 ctx reqs, 1 gen reqs",PushPop,337796,775503,1,337796.0,337796.0,337796,337796,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 321: 0 ctx reqs, 1 gen reqs",PushPop,337764,790803,1,337764.0,337764.0,337764,337764,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 397: 0 ctx reqs, 1 gen reqs",PushPop,337253,789653,1,337253.0,337253.0,337253,337253,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 280: 0 ctx reqs, 1 gen reqs",PushPop,336069,809582,1,336069.0,336069.0,336069,336069,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 312: 0 ctx reqs, 1 gen reqs",PushPop,335685,801223,1,335685.0,335685.0,335685,335685,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 202: 0 ctx reqs, 1 gen reqs",PushPop,335620,792443,1,335620.0,335620.0,335620,335620,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 207: 0 ctx reqs, 1 gen reqs",PushPop,335076,798993,1,335076.0,335076.0,335076,335076,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 171: 0 ctx reqs, 1 gen reqs",PushPop,334532,827243,1,334532.0,334532.0,334532,334532,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 91: 0 ctx reqs, 1 gen reqs",PushPop,334245,792073,1,334245.0,334245.0,334245,334245,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 268: 0 ctx reqs, 1 gen reqs",PushPop,333796,797573,1,333796.0,333796.0,333796,333796,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 386: 0 ctx reqs, 1 gen reqs",PushPop,333189,792173,1,333189.0,333189.0,333189,333189,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 388: 0 ctx reqs, 1 gen reqs",PushPop,333060,783393,1,333060.0,333060.0,333060,333060,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 81: 0 ctx reqs, 1 gen reqs",PushPop,333028,788593,1,333028.0,333028.0,333028,333028,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 352: 0 ctx reqs, 1 gen reqs",PushPop,331813,811943,1,331813.0,331813.0,331813,331813,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 270: 0 ctx reqs, 1 gen reqs",PushPop,331748,806942,1,331748.0,331748.0,331748,331748,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 123: 0 ctx reqs, 1 gen reqs",PushPop,331620,783393,1,331620.0,331620.0,331620,331620,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 183: 0 ctx reqs, 1 gen reqs",PushPop,331428,793873,1,331428.0,331428.0,331428,331428,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 98: 0 ctx reqs, 1 gen reqs",PushPop,331364,789893,1,331364.0,331364.0,331364,331364,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 325: 0 ctx reqs, 1 gen reqs",PushPop,331301,806633,1,331301.0,331301.0,331301,331301,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 271: 0 ctx reqs, 1 gen reqs",PushPop,331108,804503,1,331108.0,331108.0,331108,331108,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 222: 0 ctx reqs, 1 gen reqs",PushPop,331044,791033,1,331044.0,331044.0,331044,331044,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 266: 0 ctx reqs, 1 gen reqs",PushPop,330948,817973,1,330948.0,330948.0,330948,330948,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 298: 0 ctx reqs, 1 gen reqs",PushPop,330404,808312,1,330404.0,330404.0,330404,330404,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 138: 0 ctx reqs, 1 gen reqs",PushPop,330181,795143,1,330181.0,330181.0,330181,330181,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 328: 0 ctx reqs, 1 gen reqs",PushPop,329604,805593,1,329604.0,329604.0,329604,329604,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 345: 0 ctx reqs, 1 gen reqs",PushPop,329188,790403,1,329188.0,329188.0,329188,329188,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 344: 0 ctx reqs, 1 gen reqs",PushPop,328356,799023,1,328356.0,328356.0,328356,328356,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 327: 0 ctx reqs, 1 gen reqs",PushPop,327876,802363,1,327876.0,327876.0,327876,327876,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 6: 0 ctx reqs, 1 gen reqs",PushPop,327812,893532,1,327812.0,327812.0,327812,327812,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 101: 0 ctx reqs, 1 gen reqs",PushPop,327748,808063,1,327748.0,327748.0,327748,327748,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 175: 0 ctx reqs, 1 gen reqs",PushPop,327716,817122,1,327716.0,327716.0,327716,327716,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 115: 0 ctx reqs, 1 gen reqs",PushPop,327364,784074,1,327364.0,327364.0,327364,327364,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 383: 0 ctx reqs, 1 gen reqs",PushPop,327236,810713,1,327236.0,327236.0,327236,327236,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 112: 0 ctx reqs, 1 gen reqs",PushPop,327140,801652,1,327140.0,327140.0,327140,327140,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 269: 0 ctx reqs, 1 gen reqs",PushPop,326724,806023,1,326724.0,326724.0,326724,326724,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 258: 0 ctx reqs, 1 gen reqs",PushPop,325892,798773,1,325892.0,325892.0,325892,325892,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 246: 0 ctx reqs, 1 gen reqs",PushPop,325061,783633,1,325061.0,325061.0,325061,325061,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 267: 0 ctx reqs, 1 gen reqs",PushPop,324964,785293,1,324964.0,324964.0,324964,324964,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 156: 0 ctx reqs, 1 gen reqs",PushPop,324709,792133,1,324709.0,324709.0,324709,324709,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 73: 0 ctx reqs, 1 gen reqs",PushPop,324580,808523,1,324580.0,324580.0,324580,324580,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 394: 0 ctx reqs, 1 gen reqs",PushPop,324388,786353,1,324388.0,324388.0,324388,324388,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 152: 0 ctx reqs, 1 gen reqs",PushPop,324357,782364,1,324357.0,324357.0,324357,324357,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 93: 0 ctx reqs, 1 gen reqs",PushPop,323684,796593,1,323684.0,323684.0,323684,323684,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 318: 0 ctx reqs, 1 gen reqs",PushPop,323524,806503,1,323524.0,323524.0,323524,323524,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 208: 0 ctx reqs, 1 gen reqs",PushPop,323364,787533,1,323364.0,323364.0,323364,323364,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 157: 0 ctx reqs, 1 gen reqs",PushPop,322821,796333,1,322821.0,322821.0,322821,322821,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 354: 0 ctx reqs, 1 gen reqs",PushPop,322692,794053,1,322692.0,322692.0,322692,322692,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 131: 0 ctx reqs, 1 gen reqs",PushPop,322564,796153,1,322564.0,322564.0,322564,322564,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 103: 0 ctx reqs, 1 gen reqs",PushPop,322372,799463,1,322372.0,322372.0,322372,322372,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 200: 0 ctx reqs, 1 gen reqs",PushPop,322117,789613,1,322117.0,322117.0,322117,322117,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 113: 0 ctx reqs, 1 gen reqs",PushPop,321924,805232,1,321924.0,321924.0,321924,321924,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 366: 0 ctx reqs, 1 gen reqs",PushPop,321924,802453,1,321924.0,321924.0,321924,321924,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 381: 0 ctx reqs, 1 gen reqs",PushPop,321765,805023,1,321765.0,321765.0,321765,321765,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 221: 0 ctx reqs, 1 gen reqs",PushPop,321540,800863,1,321540.0,321540.0,321540,321540,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 172: 0 ctx reqs, 1 gen reqs",PushPop,321252,806022,1,321252.0,321252.0,321252,321252,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 203: 0 ctx reqs, 1 gen reqs",PushPop,321252,803523,1,321252.0,321252.0,321252,321252,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 262: 0 ctx reqs, 1 gen reqs",PushPop,321220,802733,1,321220.0,321220.0,321220,321220,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 362: 0 ctx reqs, 1 gen reqs",PushPop,321060,814322,1,321060.0,321060.0,321060,321060,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 369: 0 ctx reqs, 1 gen reqs",PushPop,320932,798092,1,320932.0,320932.0,320932,320932,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 212: 0 ctx reqs, 1 gen reqs",PushPop,320772,786233,1,320772.0,320772.0,320772,320772,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 140: 0 ctx reqs, 1 gen reqs",PushPop,320709,789453,1,320709.0,320709.0,320709,320709,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 177: 0 ctx reqs, 1 gen reqs",PushPop,320708,809203,1,320708.0,320708.0,320708,320708,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 304: 0 ctx reqs, 1 gen reqs",PushPop,320452,790283,1,320452.0,320452.0,320452,320452,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 92: 0 ctx reqs, 1 gen reqs",PushPop,320100,789263,1,320100.0,320100.0,320100,320100,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 186: 0 ctx reqs, 1 gen reqs",PushPop,319908,795853,1,319908.0,319908.0,319908,319908,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 164: 0 ctx reqs, 1 gen reqs",PushPop,319588,797373,1,319588.0,319588.0,319588,319588,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 311: 0 ctx reqs, 1 gen reqs",PushPop,318788,789433,1,318788.0,318788.0,318788,318788,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 375: 0 ctx reqs, 1 gen reqs",PushPop,318148,811033,1,318148.0,318148.0,318148,318148,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 187: 0 ctx reqs, 1 gen reqs",PushPop,317732,797013,1,317732.0,317732.0,317732,317732,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 163: 0 ctx reqs, 1 gen reqs",PushPop,317476,790193,1,317476.0,317476.0,317476,317476,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 130: 0 ctx reqs, 1 gen reqs",PushPop,317220,804042,1,317220.0,317220.0,317220,317220,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 116: 0 ctx reqs, 1 gen reqs",PushPop,316420,788193,1,316420.0,316420.0,316420,316420,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 111: 0 ctx reqs, 1 gen reqs",PushPop,316292,796182,1,316292.0,316292.0,316292,316292,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 372: 0 ctx reqs, 1 gen reqs",PushPop,316292,812213,1,316292.0,316292.0,316292,316292,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 153: 0 ctx reqs, 1 gen reqs",PushPop,316228,809693,1,316228.0,316228.0,316228,316228,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 235: 0 ctx reqs, 1 gen reqs",PushPop,316164,779443,1,316164.0,316164.0,316164,316164,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 180: 0 ctx reqs, 1 gen reqs",PushPop,316036,814163,1,316036.0,316036.0,316036,316036,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 118: 0 ctx reqs, 1 gen reqs",PushPop,316004,806373,1,316004.0,316004.0,316004,316004,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 114: 0 ctx reqs, 1 gen reqs",PushPop,315972,786583,1,315972.0,315972.0,315972,315972,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 110: 0 ctx reqs, 1 gen reqs",PushPop,315524,787643,1,315524.0,315524.0,315524,315524,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 324: 0 ctx reqs, 1 gen reqs",PushPop,314980,794783,1,314980.0,314980.0,314980,314980,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 149: 0 ctx reqs, 1 gen reqs",PushPop,314276,791263,1,314276.0,314276.0,314276,314276,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 292: 0 ctx reqs, 1 gen reqs",PushPop,314180,806903,1,314180.0,314180.0,314180,314180,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 340: 0 ctx reqs, 1 gen reqs",PushPop,314052,805652,1,314052.0,314052.0,314052,314052,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 120: 0 ctx reqs, 1 gen reqs",PushPop,313828,787513,1,313828.0,313828.0,313828,313828,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 341: 0 ctx reqs, 1 gen reqs",PushPop,313828,805283,1,313828.0,313828.0,313828,313828,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 255: 0 ctx reqs, 1 gen reqs",PushPop,313700,794993,1,313700.0,313700.0,313700,313700,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 330: 0 ctx reqs, 1 gen reqs",PushPop,313572,795893,1,313572.0,313572.0,313572,313572,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 361: 0 ctx reqs, 1 gen reqs",PushPop,313476,799793,1,313476.0,313476.0,313476,313476,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 185: 0 ctx reqs, 1 gen reqs",PushPop,313220,799033,1,313220.0,313220.0,313220,313220,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 300: 0 ctx reqs, 1 gen reqs",PushPop,313092,803743,1,313092.0,313092.0,313092,313092,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 342: 0 ctx reqs, 1 gen reqs",PushPop,313092,790223,1,313092.0,313092.0,313092,313092,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 265: 0 ctx reqs, 1 gen reqs",PushPop,310883,805533,1,310883.0,310883.0,310883,310883,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 254: 0 ctx reqs, 1 gen reqs",PushPop,310660,807833,1,310660.0,310660.0,310660,310660,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 374: 0 ctx reqs, 1 gen reqs",PushPop,310500,796753,1,310500.0,310500.0,310500,310500,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 145: 0 ctx reqs, 1 gen reqs",PushPop,308868,809083,1,308868.0,308868.0,308868,308868,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 261: 0 ctx reqs, 1 gen reqs",PushPop,308772,805923,1,308772.0,308772.0,308772,308772,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 219: 0 ctx reqs, 1 gen reqs",PushPop,307908,818143,1,307908.0,307908.0,307908,307908,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 306: 0 ctx reqs, 1 gen reqs",PushPop,307844,810523,1,307844.0,307844.0,307844,307844,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 89: 0 ctx reqs, 1 gen reqs",PushPop,306788,799823,1,306788.0,306788.0,306788,306788,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 75: 0 ctx reqs, 1 gen reqs",PushPop,305828,794703,1,305828.0,305828.0,305828,305828,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 136: 0 ctx reqs, 1 gen reqs",PushPop,305059,777403,1,305059.0,305059.0,305059,305059,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 326: 0 ctx reqs, 1 gen reqs",PushPop,304996,807423,1,304996.0,304996.0,304996,304996,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 380: 0 ctx reqs, 1 gen reqs",PushPop,304100,796303,1,304100.0,304100.0,304100,304100,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 95: 0 ctx reqs, 1 gen reqs",PushPop,304068,813153,1,304068.0,304068.0,304068,304068,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 309: 0 ctx reqs, 1 gen reqs",PushPop,303236,815423,1,303236.0,303236.0,303236,303236,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 158: 0 ctx reqs, 1 gen reqs",PushPop,302980,792583,1,302980.0,302980.0,302980,302980,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 191: 0 ctx reqs, 1 gen reqs",PushPop,302755,787443,1,302755.0,302755.0,302755,302755,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 197: 0 ctx reqs, 1 gen reqs",PushPop,301060,787223,1,301060.0,301060.0,301060,301060,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 264: 0 ctx reqs, 1 gen reqs",PushPop,300228,800302,1,300228.0,300228.0,300228,300228,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 217: 0 ctx reqs, 1 gen reqs",PushPop,299652,791623,1,299652.0,299652.0,299652,299652,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 122: 0 ctx reqs, 1 gen reqs",PushPop,299427,798483,1,299427.0,299427.0,299427,299427,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 373: 0 ctx reqs, 1 gen reqs",PushPop,298916,801243,1,298916.0,298916.0,298916,298916,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 363: 0 ctx reqs, 1 gen reqs",PushPop,298852,806932,1,298852.0,298852.0,298852,298852,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 117: 0 ctx reqs, 1 gen reqs",PushPop,298244,785423,1,298244.0,298244.0,298244,298244,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 150: 0 ctx reqs, 1 gen reqs",PushPop,297923,795143,1,297923.0,297923.0,297923,297923,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 109: 0 ctx reqs, 1 gen reqs",PushPop,297827,816033,1,297827.0,297827.0,297827,297827,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 121: 0 ctx reqs, 1 gen reqs",PushPop,297315,806413,1,297315.0,297315.0,297315,297315,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 245: 0 ctx reqs, 1 gen reqs",PushPop,296068,791303,1,296068.0,296068.0,296068,296068,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 108: 0 ctx reqs, 1 gen reqs",PushPop,295523,788373,1,295523.0,295523.0,295523,295523,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 237: 0 ctx reqs, 1 gen reqs",PushPop,295396,793073,1,295396.0,295396.0,295396,295396,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 87: 0 ctx reqs, 1 gen reqs",PushPop,295044,812823,1,295044.0,295044.0,295044,295044,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 263: 0 ctx reqs, 1 gen reqs",PushPop,294692,804483,1,294692.0,294692.0,294692,294692,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 320: 0 ctx reqs, 1 gen reqs",PushPop,293828,801793,1,293828.0,293828.0,293828,293828,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 247: 0 ctx reqs, 1 gen reqs",PushPop,293348,793873,1,293348.0,293348.0,293348,293348,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 353: 0 ctx reqs, 1 gen reqs",PushPop,293252,807483,1,293252.0,293252.0,293252,293252,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 360: 0 ctx reqs, 1 gen reqs",PushPop,290980,797613,1,290980.0,290980.0,290980,290980,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 368: 0 ctx reqs, 1 gen reqs",PushPop,290788,806043,1,290788.0,290788.0,290788,290788,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 260: 0 ctx reqs, 1 gen reqs",PushPop,290564,791093,1,290564.0,290564.0,290564,290564,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 161: 0 ctx reqs, 1 gen reqs",PushPop,290435,805333,1,290435.0,290435.0,290435,290435,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 174: 0 ctx reqs, 1 gen reqs",PushPop,289476,794093,1,289476.0,289476.0,289476,289476,0.0,13,13.0,1.0,1.0
"TensorRT-LLM:[Executor] _forward_step 133: 0 ctx reqs, 1 gen reqs",PushPop,289252,781253,1,289252.0,289252.0,289252,289252,0.0,13,13.0,1.0,1.0
