
NOTICE: Existing SQLite export found: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite
        It is assumed file was previously exported from: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_kern_sum.py]... 

 ** NVTX Range Kernel Summary (nvtx_kern_sum):

                            NVTX Range                               Style   PID   TID   NVTX Inst  Kern Inst  Total Time (ns)  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                              Kernel Name                                             
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             1376    1376.0    1376.0      1376      1376          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             1248    1248.0    1248.0      1248      1248          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 60: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1              896     896.0     896.0       896       896          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 61: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             2976    2976.0    2976.0      2976      2976          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 62: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 63: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 64: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 65: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 66: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 67: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 68: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 69: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 70: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 71: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 72: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 73: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 75: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 77: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 78: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3136    3136.0    3136.0      3136      3136          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3104    3104.0    3104.0      3104      3104          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1           184354  184354.0  184354.0    184354    184354          0.0  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1         22            78465    3566.6    3552.0      3488      3808         75.7  fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl                            
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1         22            60161    2734.6    2720.0      2688      2880         52.0  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1         22            53856    2448.0    2384.0      2368      2720        102.0  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             3552    3552.0    3552.0      3552      3552          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             2400    2400.0    2400.0      2400      2400          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          2             2400    1200.0    1200.0      1184      1216         22.6  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             1376    1376.0    1376.0      1376      1376          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1             1248    1248.0    1248.0      1248      1248          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 80: 1 ctx reqs, 0 gen reqs   PushPop  3415  3557          1          1              864     864.0     864.0       864       864          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 81: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             2912    2912.0    2912.0      2912      2912          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3073    3073.0    3073.0      3073      3073          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 83: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 84: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 85: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 86: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 87: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 88: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 89: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 90: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 91: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 92: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 93: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 94: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 95: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 96: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 97: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 98: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3072    3072.0    3072.0      3072      3072          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 99: 0 ctx reqs, 1 gen reqs   PushPop  3415  3557          1          1             3040    3040.0    3040.0      3040      3040          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5          5           923306  184661.2  184642.0    184354    185026        248.5  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5        110           392549    3568.6    3552.0      3488      3904         69.8  fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl                            
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5        110           299811    2725.6    2720.0      2624      2880         42.0  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5        110           268962    2445.1    2400.0      2336      2720         91.9  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5          5            17344    3468.8    3488.0      3392      3552         62.4  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5          5            12128    2425.6    2432.0      2400      2464         26.8  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5          5             7872    1574.4    1568.0      1536      1600         26.8  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5          5             6944    1388.8    1376.0      1344      1472         48.5  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5          5             6400    1280.0    1248.0      1216      1376         64.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:_forward_step                                         PushPop  3415  3557          5          5             4448     889.6     896.0       864       896         14.3  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:_prepare_inputs                                       PushPop  3415  3557         95         95           293700    3091.6    3104.0      2912      3232         47.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:_prepare_inputs                                       PushPop  3415  3557          5         10            12000    1200.0    1216.0      1152      1280         40.6  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        900          1993940    2215.5    1920.0      1600      4192        724.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        400          1953304    4883.3    5056.0      1504      5280        772.5  at::native::mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)                       
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        500          1044713    2089.4    1824.0      1600      3104        521.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        400           911208    2278.0    2304.0      1824      2528        109.2  void at::native::mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           864007    8640.1    8640.0      8192      8928        113.3  void at::native::<unnamed>::cunn_SoftMaxForward<(int)4, float, float, float, at::native::<unnamed>:…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        400           820941    2052.4    2048.0      1824      2145         56.7  void at::native::mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, (int)1>(at::cud…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        200           473955    2369.8    2336.0      2080      2528        104.7  void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyKernel<at_cuda_detail::cub::detail::s…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           404802    4048.0    4128.0      3104      4256        276.0  void at::native::mbtopk::gatherTopK<float, unsigned int, (int)1>(at::cuda::detail::TensorInfo<const…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        195           367941    1886.9    1696.0      1216      2560        576.3  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           357379    3573.8    3584.0      3552      3680         21.8  void at::native::bitonicSortKVInPlace<(int)-2, (int)-1, (int)16, (int)16, float, long, at::native::…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           307747    3077.5    3136.0      2560      3264        169.4  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557         95        190           287617    1513.8    1552.0      1312      1824        169.5  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        200           251458    1257.3    1248.0      1216      1312         31.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           241184    2411.8    2432.0      1696      2496        166.2  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           224354    2243.5    2272.0      1536      2304        158.1  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           216161    2161.6    2176.0      2112      2272         22.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_copy_kernel_impl…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           192801    1928.0    1936.0      1824      2048         71.4  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           179618    1796.2    1792.0      1728      1921         32.7  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        200           178658     893.3     896.0       864       928         23.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        200           176737     883.7     896.0       832       928         19.2  void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::cub::Reduc…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           165826    1658.3    1648.0      1568      1728         35.6  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           163457    1634.6    1632.0      1600      1664         26.8  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           163424    1634.2    1664.0      1184      1856        108.8  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           143296    1433.0    1440.0      1152      1472         64.9  void at::native::mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsig…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           135360    1353.6    1344.0      1312      1408         16.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           133217    1332.2    1344.0      1248      1408         53.7  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           132963    1329.6    1344.0      1216      1376         22.9  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           119523    1195.2    1184.0      1184      1248         16.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           110660    1106.6    1120.0      1088      1121         15.8  void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, …
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100           101984    1019.8    1024.0       992      1056         14.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::arr…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100            90948     909.5     896.0       896       929         15.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100            89985     899.9     896.0       864       928         12.3  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100            89377     893.8     896.0       864       928         14.5  void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557        100        100            85729     857.3     864.0       832       896         13.9  void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)                             
 TensorRT-LLM:_process_requests                                     PushPop  3415  3557          5          5             5888    1177.6    1184.0      1152      1184         14.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at:…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100       1500          3050396    2033.6    1792.0      1600      4192        606.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        400          1953304    4883.3    5056.0      1504      5280        772.5  at::native::mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)                       
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        845          1683824    1992.7    1824.0      1600      3104        429.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        400           911208    2278.0    2304.0      1824      2528        109.2  void at::native::mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        100           864007    8640.1    8640.0      8192      8928        113.3  void at::native::<unnamed>::cunn_SoftMaxForward<(int)4, float, float, float, at::native::<unnamed>:…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        400           820941    2052.4    2048.0      1824      2145         56.7  void at::native::mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, (int)1>(at::cud…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        445           588521    1322.5    1216.0      1184      1856        183.7  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        200           473955    2369.8    2336.0      2080      2528        104.7  void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyKernel<at_cuda_detail::cub::detail::s…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        100           404802    4048.0    4128.0      3104      4256        276.0  void at::native::mbtopk::gatherTopK<float, unsigned int, (int)1>(at::cuda::detail::TensorInfo<const…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        195           367941    1886.9    1696.0      1216      2560        576.3  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        100           357379    3573.8    3584.0      3552      3680         21.8  void at::native::bitonicSortKVInPlace<(int)-2, (int)-1, (int)16, (int)16, float, long, at::native::…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        100           307747    3077.5    3136.0      2560      3264        169.4  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557         95        190           287617    1513.8    1552.0      1312      1824        169.5  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        200           286049    1430.2    1408.0      1184      1824        139.1  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        200           251458    1257.3    1248.0      1216      1312         31.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        100           241184    2411.8    2432.0      1696      2496        166.2  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        200           238307    1191.5    1184.5      1088      1408         81.9  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        100           228001    2280.0    2272.0      2240      2400         29.6  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrappe…
 TensorRT-LLM:_sample_async                                         PushPop  3415  3557        100        200           225923    1129.6    1184.0      1024      1248         70.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at…
