
NOTICE: Existing SQLite export found: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite
        It is assumed file was previously exported from: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_off.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_gpu_trace.py]... 
Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
209026229,3072,98847,3,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209030037,1248,98860,1,1,1,128,1,1,32,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at::native::remainder_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, int) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
209031925,1664,98871,1,1,1,128,1,1,26,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)0, at::native::OpaqueType<(int)1>, int>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
209034229,928,98885,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
209035797,1376,98903,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(bool, int, int) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
209037877,1952,98915,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209040533,1632,98932,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209042837,1024,98945,1,1,1,128,1,1,38,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
209044597,1761,98953,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209047094,1632,98966,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209049398,992,98977,,,,,,,,,,0.000,40.323,Device,Device,NVIDIA L40S (0),1,,7,[CUDA memcpy Device-to-Device]
209051254,416,98992,,,,,,,,,,0.000,19.231,Pageable,Device,NVIDIA L40S (0),1,,7,[CUDA memcpy Host-to-Device]
209052886,1792,98998,1,1,1,128,1,1,28,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)1, at::native::OpaqueType<(int)4>, long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
209059126,1024,99006,,,,,,,,,,0.000,39.062,Device,Pinned,NVIDIA L40S (0),1,,7,[CUDA memcpy Device-to-Host]
209070166,800,99026,,,,,,,,,,0.000,5.000,Pinned,Device,NVIDIA L40S (0),1,,7,[CUDA memcpy Host-to-Device]
209071766,1280,99032,1,1,1,128,1,1,32,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
209074358,800,99047,,,,,,,,,,0.000,5.000,Pinned,Device,NVIDIA L40S (0),1,,7,[CUDA memcpy Host-to-Device]
209076406,1920,99058,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209079062,1280,99067,1,1,1,128,1,1,28,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_fill_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, long, long, long, T1)::[lambda(int) (instance 1)]>(long, T3)"
209081110,1792,99079,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209083606,1760,99093,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209086070,1152,99106,1,1,1,128,1,1,38,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
209087958,1248,99117,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::CompareFunctor<int>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
209089942,1280,99124,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
209092022,1760,99136,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209094486,1344,99149,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<int, int, bool, at::native::<unnamed>::CompareEqFunctor<int>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
209096502,1088,99156,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
209098230,1920,99164,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209100918,1632,99178,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209103190,1056,99191,1,1,1,128,1,1,30,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at::native::<unnamed>::CompareEqFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
209104918,1184,99209,1,1,1,128,1,1,38,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(bool, int, int) (instance 1)], std::array<char *, (unsigned long)4>>(int, T2, T3)"
209106838,1760,99217,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209109302,896,99227,,,,,,,,,,0.000,44.643,Device,Pinned,NVIDIA L40S (0),1,,7,[CUDA memcpy Device-to-Host]
209111222,896,99234,,,,,,,,,,0.000,44.643,Device,Pinned,NVIDIA L40S (0),1,,7,[CUDA memcpy Device-to-Host]
209115542,1632,99245,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209117846,1216,99263,1,1,1,128,1,1,32,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
209119766,1824,99270,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
209122358,1344,99289,1,1,1,128,1,1,31,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
209124374,1216,99308,1,1,1,128,1,1,32,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
209126262,2272,99319,1,1,1,8,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4, (int)4>>(T3)"
209129334,1120,99330,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
209134902,896,99338,,,,,,,,,,0.000,1.116,Device,Pinned,NVIDIA L40S (0),1,,7,[CUDA memcpy Device-to-Host]
209138070,1312,99359,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
209144118,960,99366,,,,,,,,,,0.000,500.000,Device,Pinned,NVIDIA L40S (0),1,,7,[CUDA memcpy Device-to-Host]
209154455,1376,99381,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
209161527,928,99388,,,,,,,,,,0.000,517.241,Device,Pinned,NVIDIA L40S (0),1,,7,[CUDA memcpy Device-to-Host]
209962303,384,99541,,,,,,,,,,0.000,104.167,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
209997439,384,99552,,,,,,,,,,0.000,104.167,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
210028959,384,99570,,,,,,,,,,0.000,20.833,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
210067200,3072,99590,3,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,13,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
210085536,1376,99598,,,,,,,,,,0.005,3749.999,Device,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Device-to-Device]
210154433,384,99610,,,,,,,,,,0.000,104.167,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
210207041,384,99628,,,,,,,,,,0.000,104.167,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
210269378,384,99645,,,,,,,,,,0.000,1041.666,Pinned,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Host-to-Device]
210371043,1088,99676,,,,,,,,,,0.000,36.765,Device,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Device-to-Device]
210390051,1088,99687,,,,,,,,,,0.000,36.765,Device,Device,NVIDIA L40S (0),1,,13,[CUDA memcpy Device-to-Device]
214056584,384,99775,,,,,,,,,,0.000,10.417,Pageable,Device,NVIDIA L40S (0),1,,7,[CUDA memcpy Host-to-Device]
214058120,1632,99781,1,1,1,128,1,1,32,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
214061064,416,99796,,,,,,,,,,0.000,9.615,Pageable,Device,NVIDIA L40S (0),1,,7,[CUDA memcpy Host-to-Device]
214063144,1056,99818,,,,,,,,,,0.000,3.788,Pinned,Device,NVIDIA L40S (0),1,,7,[CUDA memcpy Host-to-Device]
214065032,1696,99837,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
214067496,2432,99849,1250,1,1,128,1,1,19,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
214070632,3968,99861,3,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
214075368,2176,99870,3,1,1,128,1,1,28,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_copy_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, long, long, long)::[lambda(int) (instance 1)]>(long, T3)"
214078312,8576,99884,10,1,1,1024,1,1,34,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::<unnamed>::cunn_SoftMaxForward<(int)4, float, float, float, at::native::<unnamed>::LogSoftMaxForwardEpilogue>(T4 *, const T2 *, int)"
214087656,1792,99896,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
214090120,1184,99909,1,1,1,128,1,1,30,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at::native::<unnamed>::CompareEqFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
214091976,896,99923,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
214093544,2464,99941,1250,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool, float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
214096712,896,99958,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
214098280,1344,99976,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool, float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
214100328,1344,99984,1,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
214102312,1760,99999,1,1,1,128,1,1,36,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
214104808,2272,100008,1250,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
214107720,864,100026,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)"
214109416,928,100031,,,,,,,,,,0.001,1103.448,Device,,NVIDIA L40S (0),1,,7,[CUDA memset]
214111272,960,100033,,,,,,,,,,0.001,1304.166,Device,,NVIDIA L40S (0),1,,7,[CUDA memset]
214113544,2112,100036,313,1,1,256,1,1,18,0.001,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, (int)1>(at::cuda::detail::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)"
214116424,5120,100039,1,1,1,256,1,1,40,0.001,0.000,,,,,NVIDIA L40S (0),1,,7,"at::native::mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)"
214122216,2272,100042,313,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)"
214125288,2048,100045,313,1,1,256,1,1,18,0.001,0.000,,,,,NVIDIA L40S (0),1,,7,"void at::native::mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, (int)1>(at::cuda::detail::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)"
