conversation_id	conversation_idx	isl_agg_r7	isl_disagg_r7b_si1	isl_match	osl_agg_r7	osl_disagg_r7b_si1	cached_agg_r7	cached_disagg_r7b_si1	cache_ratio_agg_r7	cache_ratio_disagg_r7b_si1	cache_blocks_delta	warm_prefix	unique_agg_r7	unique_disagg_r7b_si1	ttft_agg_r7_ms	ttft_disagg_r7b_si1_ms	ttft_delta_ms	itl_agg_r7_ms	itl_disagg_r7b_si1_ms
aa-rwlt-coding-agent-051	36	54468	54466	false	282	118	54402	54397	0.9988	0.9987	-5	true	66	69	177.681	245.551	67.869	2.160	2.199
aa-rwlt-coding-agent-051	37	55079	55077	false	301	384	54475	54466	0.9890	0.9889	-9	true	604	611	196.985	274.759	77.774	1.830	1.846
aa-rwlt-coding-agent-051	38	56005	56003	false	197	333	55082	55077	0.9835	0.9835	-5	true	923	926	197.292	276.051	78.759	2.441	1.944
aa-rwlt-coding-agent-051	39	59364	59362	false	51	51	56008	56003	0.9435	0.9434	-5	true	3356	3359	280.261	379.088	98.828	0.450	2.449
aa-rwlt-coding-agent-051	40	59490	59488	false	160	174	59371	59362	0.9980	0.9979	-9	true	119	126	178.779	280.754	101.976	2.003	1.898
aa-rwlt-coding-agent-051	41	60244	60242	false	149	220	59493	59488	0.9875	0.9875	-5	true	751	754	199.825	303.512	103.687	2.005	1.921
aa-rwlt-coding-agent-051	42	60416	60414	false	128	169	60247	60242	0.9972	0.9972	-5	true	169	172	181.409	287.393	105.985	1.804	1.921
aa-rwlt-coding-agent-051	43	60678	60676	false	61	58	60419	60414	0.9957	0.9957	-5	true	259	262	183.363	308.418	125.055	0.905	2.055
aa-rwlt-coding-agent-051	44	60750	60748	false	655	95	60682	60676	0.9989	0.9988	-6	true	68	72	181.272	292.716	111.444	1.320	2.424
aa-rwlt-coding-agent-051	45	60876	60874	false	55	45	60754	60748	0.9980	0.9979	-6	true	122	126	186.550	297.831	111.281	0.230	2.999
aa-rwlt-coding-agent-051	46	60963	60961	false	174	77	60879	60874	0.9986	0.9986	-5	true	84	87	187.326	295.553	108.227	1.851	2.457
aa-rwlt-coding-agent-056	0	9573	9574	false	188	88	0	0	0.0000	0.0000	0	false	9573	9574	2314.140	1275.768	-1038.372	1.436	0.767
aa-rwlt-coding-agent-056	1	9886	9887	false	56	54	9576	9574	0.9686	0.9683	-2	true	310	313	159.326	299.169	139.843	0.513	0.129
aa-rwlt-coding-agent-056	2	9941	9942	false	32	32	9889	9887	0.9948	0.9945	-2	true	52	55	173.170	295.077	121.907	0.009	0.098
aa-rwlt-coding-agent-056	3	13398	13399	false	51	54	9944	9942	0.7422	0.7420	-2	true	3454	3457	182.773	322.306	139.532	0.022	0.099
aa-rwlt-coding-agent-056	4	16592	16593	false	54	54	13401	13399	0.8077	0.8075	-2	true	3191	3194	172.691	139.506	-33.185	0.473	2.290
aa-rwlt-coding-agent-056	5	32110	32111	false	417	316	16595	16593	0.5168	0.5167	-2	true	15515	15518	354.963	461.191	106.229	1.935	1.843
aa-rwlt-coding-agent-056	6	32590	32591	false	282	334	32113	32111	0.9854	0.9853	-2	true	477	480	172.678	146.841	-25.837	1.634	2.148
aa-rwlt-coding-agent-056	7	35647	35648	false	80	501	32593	32591	0.9143	0.9142	-2	true	3054	3057	212.418	234.525	22.108	3.488	1.803
aa-rwlt-coding-agent-056	8	54129	54130	false	646	1391	35650	35648	0.6586	0.6586	-2	true	18479	18482	536.206	882.989	346.783	1.976	1.768
aa-rwlt-coding-agent-056	9	54804	54805	false	51	53	54132	54130	0.9877	0.9877	-2	true	672	675	213.179	537.379	324.200	0.186	2.415
aa-rwlt-coding-agent-056	10	54871	54872	false	60	57	54807	54805	0.9988	0.9988	-2	true	64	67	164.018	435.625	271.607	0.326	1.992
aa-rwlt-coding-agent-056	11	54963	54964	false	47	47	54875	54872	0.9984	0.9983	-3	true	88	92	166.342	424.270	257.927	0.816	3.045
aa-rwlt-coding-agent-056	12	55232	55233	false	65	72	54966	54964	0.9952	0.9951	-2	true	266	269	171.443	286.534	115.091	1.117	2.432
aa-rwlt-coding-agent-056	13	55434	55435	false	55	60	55235	55233	0.9964	0.9964	-2	true	199	202	174.615	258.829	84.214	0.628	2.649
aa-rwlt-coding-agent-056	14	55840	55841	false	725	217	55438	55435	0.9928	0.9927	-3	true	402	406	175.075	267.348	92.273	1.790	2.171
aa-rwlt-coding-agent-056	15	56085	56086	false	1764	348	55843	55841	0.9957	0.9956	-2	true	242	245	201.192	268.405	67.213	1.662	1.886
aa-rwlt-coding-agent-056	16	57111	57112	false	52	52	56090	56086	0.9821	0.9820	-4	true	1021	1026	267.729	309.418	41.688	0.302	2.447
aa-rwlt-coding-agent-056	17	57614	57615	false	189	807	57114	57112	0.9913	0.9913	-2	true	500	503	169.301	292.505	123.204	1.704	1.831
aa-rwlt-coding-agent-056	18	60099	60100	false	61	61	57617	57615	0.9587	0.9587	-2	true	2482	2485	235.501	394.203	158.702	0.703	2.212
aa-rwlt-coding-agent-056	19	60222	60223	false	82	103	60105	60100	0.9981	0.9980	-5	true	117	123	174.450	329.350	154.900	2.650	2.235
aa-rwlt-coding-agent-056	20	60390	60391	false	182	44	60225	60223	0.9973	0.9972	-2	true	165	168	178.468	297.352	118.884	2.057	2.942
aa-rwlt-coding-agent-056	21	60461	60462	false	46	71	60393	60391	0.9989	0.9988	-2	true	68	71	175.806	291.886	116.080	0.004	2.168
aa-rwlt-coding-agent-056	22	60550	60551	false	90	431	60467	60462	0.9986	0.9985	-5	true	83	89	168.175	294.806	126.631	2.410	1.285
aa-rwlt-coding-agent-056	23	61852	61853	false	266	114	60553	60551	0.9790	0.9790	-2	true	1299	1302	216.447	372.514	156.067	1.896	1.959
aa-rwlt-coding-agent-056	24	62074	62075	false	113	55	61856	61853	0.9965	0.9964	-3	true	218	222	184.491	337.318	152.827	2.162	2.243
aa-rwlt-coding-agent-056	25	62285	62286	false	86	64	62077	62075	0.9967	0.9966	-2	true	208	211	177.255	298.076	120.821	1.723	2.234
aa-rwlt-coding-agent-056	26	62586	62587	false	155	213	62289	62286	0.9953	0.9952	-3	true	297	301	181.226	321.701	140.475	2.222	1.864
aa-rwlt-coding-agent-056	27	63647	63648	false	247	217	62589	62587	0.9834	0.9833	-2	true	1058	1061	219.680	370.974	151.293	2.082	1.907
aa-rwlt-coding-agent-056	28	63976	63977	false	121	105	63650	63648	0.9949	0.9949	-2	true	326	329	189.355	331.693	142.338	2.379	2.307
aa-rwlt-coding-agent-056	29	64115	64116	false	1203	221	63982	63977	0.9979	0.9978	-5	true	133	139	184.056	322.206	138.150	1.731	1.994
aa-rwlt-coding-agent-056	30	65596	65597	false	299	250	64118	64116	0.9775	0.9774	-2	true	1478	1481	268.646	401.011	132.365	2.093	1.993
aa-rwlt-coding-agent-056	31	66003	66004	false	3835	3486	65599	65597	0.9939	0.9938	-2	true	404	407	200.338	362.508	162.170	1.471	1.438
aa-rwlt-coding-agent-056	32	66228	66229	false	53	53	66006	66004	0.9966	0.9966	-2	true	222	225	297.071	340.948	43.877	0.004	2.273
aa-rwlt-coding-agent-056	33	66324	66325	false	162	155	66231	66229	0.9986	0.9986	-2	true	93	96	181.986	339.848	157.862	0.836	1.332
aa-rwlt-coding-agent-056	34	67148	67149	false	1525	1979	66334	66325	0.9879	0.9877	-9	true	814	824	218.921	386.631	167.710	1.520	1.528
aa-rwlt-coding-agent-056	35	68254	68255	false	164	536	67151	67149	0.9838	0.9838	-2	true	1103	1106	268.394	406.028	137.634	2.063	1.627
aa-rwlt-coding-agent-056	36	68644	68645	false	258	326	68257	68255	0.9944	0.9943	-2	true	387	390	196.906	373.463	176.557	1.442	1.431
aa-rwlt-coding-agent-056	37	69714	69715	false	134	469	68647	68645	0.9847	0.9847	-2	true	1067	1070	222.468	429.564	207.096	2.447	1.671
aa-rwlt-coding-agent-056	38	70417	70418	false	225	325	69717	69715	0.9901	0.9900	-2	true	700	703	216.313	395.264	178.951	1.900	1.777
aa-rwlt-coding-agent-056	39	72145	72146	false	1239	177	70423	70418	0.9761	0.9760	-5	true	1722	1728	246.134	487.396	241.263	1.778	2.029
aa-rwlt-coding-agent-056	40	74848	74849	false	65	64	72148	72146	0.9639	0.9639	-2	true	2700	2703	320.502	555.673	235.171	1.759	2.628
aa-rwlt-coding-agent-056	41	75143	75144	false	616	300	74851	74849	0.9961	0.9961	-2	true	292	295	197.903	438.559	240.656	1.594	1.976
aa-rwlt-coding-agent-056	42	75340	75341	false	53	53	75147	75144	0.9974	0.9974	-3	true	193	197	198.619	412.017	213.398	0.454	2.408
aa-rwlt-coding-agent-056	43	75964	75965	false	52	43	75343	75341	0.9918	0.9918	-2	true	621	624	221.174	458.150	236.976	0.794	3.088
aa-rwlt-coding-agent-056	44	76047	76048	false	43	42	75967	75965	0.9989	0.9989	-2	true	80	83	200.571	415.535	214.964	0.008	3.056
aa-rwlt-coding-agent-056	45	76135	76136	false	183	146	76055	76048	0.9989	0.9988	-7	true	80	88	195.148	416.858	221.710	2.271	2.224
aa-rwlt-coding-agent-056	46	76675	76676	false	48	49	76139	76136	0.9930	0.9930	-3	true	536	540	226.552	458.817	232.266		2.635
aa-rwlt-coding-agent-056	47	76787	76788	false	52	51	76678	76676	0.9986	0.9985	-2	true	109	112	202.890	431.895	229.005	0.004	2.442
aa-rwlt-coding-agent-056	48	77072	77073	false	218	249	76790	76788	0.9963	0.9963	-2	true	282	285	208.159	448.770	240.611	2.222	2.205
aa-rwlt-coding-agent-056	49	77193	77194	false	65	65	77085	77073	0.9986	0.9984	-12	true	108	121	197.680	429.626	231.947	1.285	2.279
aa-rwlt-coding-agent-056	50	77318	77319	false	52	54	77196	77194	0.9984	0.9984	-2	true	122	125	212.625	437.239	224.614	0.174	2.666
aa-rwlt-coding-agent-056	51	77748	77749	false	88	495	77321	77319	0.9945	0.9945	-2	true	427	430	215.520	464.107	248.587	3.471	1.867
aa-rwlt-coding-agent-056	52	77929	77930	false	114	62	77751	77749	0.9977	0.9977	-2	true	178	181	206.734	437.484	230.750	2.394	2.137
aa-rwlt-coding-agent-056	53	78223	78224	false	191	125	77932	77930	0.9963	0.9962	-2	true	291	294	205.331	450.534	245.203	1.679	1.755
aa-rwlt-coding-agent-056	54	78345	78346	false	58	59	78227	78224	0.9985	0.9984	-3	true	118	122	204.115	448.403	244.287	1.251	2.458
aa-rwlt-coding-agent-056	55	78504	78505	false	59	57	78352	78346	0.9981	0.9980	-6	true	152	159	210.981	459.188	248.206	0.319	2.407
aa-rwlt-coding-agent-056	56	78867	78868	false	70	69	78507	78505	0.9954	0.9954	-2	true	360	363	220.980	491.441	270.461	1.126	2.517
aa-rwlt-coding-agent-056	57	79843	79844	false	290	161	78871	78868	0.9878	0.9878	-3	true	972	976	231.307	529.183	297.876	1.833	2.101
aa-rwlt-coding-agent-056	58	80818	80819	false	272	231	79852	79844	0.9880	0.9879	-8	true	966	975	236.734	558.032	321.297	1.908	1.822
aa-rwlt-coding-agent-056	59	81601	81602	false	74	71	80823	80819	0.9905	0.9904	-4	true	778	783	236.328	530.862	294.534	0.607	1.975
aa-rwlt-coding-agent-056	60	81684	81685	false	71	66	81606	81602	0.9990	0.9990	-4	true	78	83	213.316	487.184	273.868	0.632	1.815
aa-rwlt-coding-agent-073	0	9944	9945	false	273	360	2028	2028	0.2039	0.2039	0	false	7916	7917	181.339	121.658	-59.682	1.765	1.845
aa-rwlt-coding-agent-073	1	10365	10366	false	51	44	9944	9945	0.9594	0.9594	1	true	421	421	118.292	60.874	-57.419	1.438	3.469
aa-rwlt-coding-agent-073	2	12288	12289	false	67	67	9949	9945	0.8097	0.8093	-4	true	2339	2344	138.257	82.321	-55.936	0.897	1.926
aa-rwlt-coding-agent-073	3	13603	13604	false	502	1178	12291	12289	0.9036	0.9033	-2	true	1312	1315	131.356	75.289	-56.067	1.851	1.776
aa-rwlt-coding-agent-073	4	14656	14657	false	930	757	13606	13604	0.9284	0.9282	-2	true	1050	1053	157.693	76.155	-81.537	1.729	1.718
aa-rwlt-coding-agent-073	5	15125	15126	false	66	65	14659	14657	0.9692	0.9690	-2	true	466	469	169.258	69.665	-99.593	3.829	2.546
aa-rwlt-coding-agent-073	6	15089	15090	false	230	92	10368	10366	0.6871	0.6869	-2	true	4721	4724	166.437	112.364	-54.073	1.518	1.725
aa-rwlt-coding-agent-073	7	16666	16667	false	57	95	15128	15126	0.9077	0.9075	-2	true	1538	1541	146.421	104.478	-41.943	0.549	1.786
aa-rwlt-coding-agent-073	8	16821	16822	false	173	121	16669	16667	0.9910	0.9908	-2	true	152	155	126.429	75.868	-50.561	2.153	2.371
aa-rwlt-coding-agent-073	9	17001	17002	false	133	98	16824	16822	0.9896	0.9894	-2	true	177	180	128.833	78.310	-50.523	2.077	2.065
aa-rwlt-coding-agent-073	10	17096	17097	false	89	92	17004	17002	0.9946	0.9944	-2	true	92	95	135.148	75.774	-59.373	1.198	2.192
aa-rwlt-coding-agent-073	11	17717	17718	false	210	373	17099	17097	0.9651	0.9650	-2	true	618	621	130.908	89.473	-41.435	2.081	1.709
aa-rwlt-coding-agent-073	12	18091	18092	false	44	127	17720	17718	0.9795	0.9793	-2	true	371	374	131.201	428.612	297.412	0.363	1.851
aa-rwlt-coding-agent-073	13	18282	18283	false	46	46	18094	18092	0.9897	0.9896	-2	true	188	191	123.909	80.850	-43.059	0.004	2.231
aa-rwlt-coding-agent-073	14	18974	18975	false	55	56	18285	18283	0.9637	0.9635	-2	true	689	692	155.050	86.367	-68.683	0.008	1.803
aa-rwlt-coding-agent-073	15	20205	20206	false	87	93	18977	18975	0.9392	0.9391	-2	true	1228	1231	144.776	99.276	-45.500	1.189	1.715
aa-rwlt-coding-agent-073	16	20517	20518	false	76	72	20208	20206	0.9849	0.9848	-2	true	309	312	135.682	88.124	-47.559	1.143	2.376
aa-rwlt-coding-agent-073	17	20622	20623	false	59	54	20520	20518	0.9951	0.9949	-2	true	102	105	139.595	90.620	-48.975	1.034	2.616
aa-rwlt-coding-agent-073	18	20694	20695	false	75	77	20625	20623	0.9967	0.9965	-2	true	69	72	136.509	93.055	-43.453	2.936	2.145
aa-rwlt-coding-agent-073	19	21054	21055	false	55	55	20697	20695	0.9830	0.9829	-2	true	357	360	137.881	94.065	-43.816	0.374	2.259
aa-rwlt-coding-agent-073	20	21131	21132	false	68	53	21057	21055	0.9965	0.9964	-2	true	74	77	138.441	96.648	-41.792	0.596	2.441
aa-rwlt-coding-agent-073	21	22453	22454	false	687	645	21134	21132	0.9413	0.9411	-2	true	1319	1322	152.302	111.372	-40.930	1.773	1.736
aa-rwlt-coding-agent-073	22	22918	22919	false	2519	998	22456	22454	0.9798	0.9797	-2	true	462	465	156.693	101.128	-55.565	1.668	1.700
aa-rwlt-coding-agent-073	23	24415	24416	false	62	59	22921	22919	0.9388	0.9387	-2	true	1494	1497	269.191	123.330	-145.861	0.003	1.695
aa-rwlt-coding-agent-073	24	24715	24716	false	54	54	24419	24416	0.9880	0.9879	-3	true	296	300	139.943	105.868	-34.075	0.004	1.864
aa-rwlt-coding-agent-073	25	26106	26107	false	1108	735	24719	24716	0.9469	0.9467	-3	true	1387	1391	166.714	134.819	-31.895	1.744	1.836
aa-rwlt-coding-agent-073	26	27411	27412	false	771	1935	15092	15090	0.5506	0.5505	-2	true	12319	12322	345.717	275.732	-69.985	1.835	1.754
aa-rwlt-coding-agent-073	27	28000	28001	false	341	285	27414	27412	0.9791	0.9790	-2	true	586	589	183.855	138.443	-45.412	1.786	1.905
aa-rwlt-coding-agent-073	28	31161	31162	false	400	457	28003	28001	0.8987	0.8986	-2	true	3158	3161	201.022	181.600	-19.422	1.725	1.749
aa-rwlt-coding-agent-073	29	31561	31562	false	68	70	26109	26107	0.8273	0.8272	-2	true	5452	5455	248.118	219.810	-28.307	2.246	2.140
aa-rwlt-coding-agent-073	30	32395	32396	false	246	268	31164	31162	0.9620	0.9619	-2	true	1231	1234	169.676	155.811	-13.865	1.745	1.721
aa-rwlt-coding-agent-073	31	32685	32686	false	72	47	31564	31562	0.9657	0.9656	-2	true	1121	1124	175.277	170.832	-4.445	1.477	2.276
aa-rwlt-coding-agent-073	32	32785	32786	false	78	77	32688	32686	0.9970	0.9969	-2	true	97	100	158.757	140.722	-18.035	1.539	2.150
aa-rwlt-coding-agent-073	33	33032	33033	false	84	69	32796	32786	0.9929	0.9925	-10	true	236	247	154.426	140.355	-14.070	2.800	2.084
aa-rwlt-coding-agent-073	34	33304	33305	false	79	80	33035	33033	0.9919	0.9918	-2	true	269	272	158.064	144.904	-13.159	2.397	2.210
aa-rwlt-coding-agent-073	35	33419	33420	false	81	81	33308	33305	0.9967	0.9966	-3	true	111	115	157.376	146.967	-10.409	2.589	2.034
aa-rwlt-coding-agent-073	36	33533	33534	false	112	108	33422	33420	0.9967	0.9966	-2	true	111	114	156.375	143.780	-12.595	1.859	1.899
aa-rwlt-coding-agent-073	37	33622	33623	false	95	155	33536	33534	0.9974	0.9974	-2	true	86	89	156.258	144.847	-11.411	2.615	2.287
aa-rwlt-coding-agent-073	38	33955	33956	false	436	260	33630	33623	0.9904	0.9902	-7	true	325	333	158.741	148.351	-10.390	6.400	1.570
aa-rwlt-coding-agent-073	39	34186	34187	false	49	48	33958	33956	0.9933	0.9932	-2	true	228	231	162.131	150.618	-11.513	0.005	2.402
aa-rwlt-coding-agent-073	40	34345	34346	false	270	119	34189	34187	0.9955	0.9954	-2	true	156	159	158.595	148.651	-9.944	1.889	1.893
aa-rwlt-coding-agent-073	41	34639	34640	false	53	53	34348	34346	0.9916	0.9915	-2	true	291	294	159.622	152.546	-7.076	0.274	2.527
aa-rwlt-coding-agent-073	42	34738	34739	false	68	223	34642	34640	0.9972	0.9972	-2	true	96	99	162.806	151.447	-11.359	2.615	1.671
aa-rwlt-coding-agent-073	43	34908	34909	false	303	217	34742	34739	0.9952	0.9951	-3	true	166	170	161.823	155.160	-6.662	1.573	1.887
aa-rwlt-coding-agent-073	44	35239	35240	false	166	500	34912	34909	0.9907	0.9906	-3	true	327	331	163.645	155.915	-7.730	1.655	1.546
aa-rwlt-coding-agent-073	45	36684	36685	false	72	69	32399	32396	0.8832	0.8831	-3	true	4285	4289	234.424	234.097	-0.327	0.269	1.927
aa-rwlt-coding-agent-073	46	37142	37143	false	58	48	35242	35240	0.9488	0.9488	-2	true	1900	1903	201.744	206.076	4.332	0.475	2.290
aa-rwlt-coding-agent-073	47	37397	37398	false	71	59	37145	37143	0.9933	0.9932	-2	true	252	255	173.341	168.559	-4.782	1.039	2.209
aa-rwlt-coding-agent-073	48	38805	38806	false	173	173	37400	37398	0.9638	0.9637	-2	true	1405	1408	191.473	197.481	6.008	1.100	1.374
aa-rwlt-coding-agent-073	49	39300	39301	false	105	107	38809	38806	0.9875	0.9874	-3	true	491	495	170.088	178.859	8.772	1.274	2.008
aa-rwlt-coding-agent-073	50	44903	44904	false	80	94	36688	36685	0.8171	0.8170	-3	true	8215	8219	328.387	364.243	35.856	0.638	2.159
aa-rwlt-coding-agent-073	51	45427	45428	false	51	54	39303	39301	0.8652	0.8651	-2	true	6124	6127	296.098	326.761	30.663	0.004	2.262
aa-rwlt-coding-agent-073	52	45861	45862	false	113	121	45430	45428	0.9906	0.9905	-2	true	431	434	180.189	215.057	34.867	2.738	2.083
aa-rwlt-coding-agent-073	53	46352	46353	false	145	97	45864	45862	0.9895	0.9894	-2	true	488	491	183.312	218.571	35.259	2.043	2.564
aa-rwlt-coding-agent-073	54	46606	46607	false	120	164	46356	46353	0.9946	0.9946	-3	true	250	254	181.927	217.655	35.729	1.999	1.447
aa-rwlt-coding-agent-073	55	46763	46764	false	95	145	46613	46607	0.9968	0.9966	-6	true	150	157	182.419	216.637	34.218	2.677	2.033
aa-rwlt-coding-agent-073	56	47829	47830	false	124	177	46766	46764	0.9778	0.9777	-2	true	1063	1066	210.296	248.900	38.604	2.517	2.014
aa-rwlt-coding-agent-073	57	47902	47903	false	203	194	44907	44904	0.9375	0.9374	-3	true	2995	2999	245.294	289.284	43.990	2.028	1.507
aa-rwlt-coding-agent-073	58	48717	48718	false	178	109	47834	47830	0.9819	0.9818	-4	true	883	888	198.289	245.903	47.614	2.202	2.185
aa-rwlt-coding-agent-073	59	49036	49037	false	94	241	48720	48718	0.9936	0.9935	-2	true	316	319	191.881	233.678	41.797	2.163	1.521
aa-rwlt-coding-agent-073	60	49135	49136	false	132	194	49039	49037	0.9980	0.9980	-2	true	96	99	192.265	231.426	39.161	2.023	1.426
aa-rwlt-coding-agent-073	61	49413	49414	false	56	51	49144	49136	0.9946	0.9944	-8	true	269	278	188.442	235.272	46.830	0.300	2.612
aa-rwlt-coding-agent-073	62	49860	49861	false	171	168	49416	49414	0.9911	0.9910	-2	true	444	447	188.360	245.850	57.490	1.071	1.435
aa-rwlt-coding-agent-073	63	50267	50268	false	62	48	49863	49861	0.9920	0.9919	-2	true	404	407	190.145	243.414	53.270	1.805	1.843
aa-rwlt-coding-agent-073	64	51041	51042	false	105	174	50268	50268	0.9849	0.9848	0	true	773	774	202.084	264.104	62.020	2.233	2.103
aa-rwlt-coding-agent-073	65	51502	51503	false	77	77	51044	51042	0.9911	0.9910	-2	true	458	461	193.879	253.110	59.231	1.354	2.019
aa-rwlt-coding-agent-073	66	51759	51760	false	98	115	51506	51503	0.9951	0.9950	-3	true	253	257	191.268	261.124	69.856	1.342	1.755
aa-rwlt-coding-agent-073	67	51985	51986	false	57	63	51762	51760	0.9957	0.9957	-2	true	223	226	191.023	254.265	63.242	0.703	2.030
