
NOTICE: Existing SQLite export found: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.sqlite
        It is assumed file was previously exported from: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/nvtx_kern_sum.py]... 

 ** NVTX Range Kernel Summary (nvtx_kern_sum):

                            NVTX Range                               Style   PID   TID   NVTX Inst  Kern Inst  Total Time (ns)  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                              Kernel Name                                             
 TensorRT-LLM:[Executor] _forward_step 142: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 143: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2112      2688        407.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 143: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 144: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 144: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1728    1728.0    1728.0      1728      1728          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 145: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4832    2416.0    2416.0      2112      2720        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 145: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1           184642  184642.0  184642.0    184642    184642          0.0  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1         22            78560    3570.9    3552.0      3520      3936         87.6  fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl                            
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1         22            60225    2737.5    2720.0      2688      2912         46.0  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1         22            53920    2450.9    2448.0      2336      2688         93.0  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             3392    3392.0    3392.0      3392      3392          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             2432    2432.0    2432.0      2432      2432          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          2             2336    1168.0    1168.0      1152      1184         22.6  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             1376    1376.0    1376.0      1376      1376          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1             1248    1248.0    1248.0      1248      1248          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 147: 1 ctx reqs, 0 gen reqs  PushPop  2100  3054          1          1              896     896.0     896.0       896       896          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 148: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4704    2352.0    2352.0      1984      2720        520.4  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 148: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1312    1312.0    1312.0      1312      1312          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 149: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 149: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1632    1632.0    1632.0      1632      1632          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 150: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4864    2432.0    2432.0      2112      2752        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 150: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 151: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2080      2656        407.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 151: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 152: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4832    2416.0    2416.0      2112      2720        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 152: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1856    1856.0    1856.0      1856      1856          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 153: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 153: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1696    1696.0    1696.0      1696      1696          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 154: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4832    2416.0    2416.0      2080      2752        475.2  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 154: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1632    1632.0    1632.0      1632      1632          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 155: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2080      2656        407.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 155: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 156: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 156: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1792    1792.0    1792.0      1792      1792          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 157: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 157: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 158: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 158: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 159: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4832    2416.0    2416.0      2144      2688        384.7  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 159: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 160: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 160: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 161: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 161: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 162: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 162: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 163: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4768    2384.0    2384.0      2080      2688        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 163: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 164: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4832    2416.0    2416.0      2112      2720        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 164: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 165: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 165: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 166: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          2             4800    2400.0    2400.0      2112      2688        407.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 166: 0 ctx reqs, 1 gen reqs  PushPop  2100  3054          1          1             1632    1632.0    1632.0      1632      1632          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1           184322  184322.0  184322.0    184322    184322          0.0  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1         22            78401    3563.7    3552.0      3520      3808         63.6  fmha_v2_flash_attention_bf16_64_32_S_q_paged_kv_64_causal_sm89_kernel_nl                            
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1         22            60161    2734.6    2720.0      2688      2848         41.6  void tensorrt_llm::_v1::kernels::applyBiasRopeUpdateKVCacheV2<__nv_bfloat16, __nv_bfloat16, (int)25…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1         22            53857    2448.0    2432.0      2368      2656         86.0  void tensorrt_llm::_v1::kernels::computeSeqAndPaddingOffsets<__nv_bfloat16, (int)256>(tensorrt_llm:…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1             3424    3424.0    3424.0      3424      3424          0.0  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1             2400    2400.0    2400.0      2400      2400          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          2             2368    1184.0    1184.0      1184      1184          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<cha…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1             1376    1376.0    1376.0      1376      1376          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1             1248    1248.0    1248.0      1248      1248          0.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std…
 TensorRT-LLM:[Executor] _forward_step 63: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1              896     896.0     896.0       896       896          0.0  void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<lon…
 TensorRT-LLM:[Executor] _forward_step 64: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4705    2352.5    2352.5      1985      2720        519.7  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 64: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1312    1312.0    1312.0      1312      1312          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 65: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4768    2384.0    2384.0      2080      2688        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 65: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 66: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 66: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 67: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4704    2352.0    2352.0      2048      2656        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 67: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1632    1632.0    1632.0      1632      1632          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 68: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4769    2384.5    2384.5      2081      2688        429.2  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 68: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 69: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4832    2416.0    2416.0      2144      2688        384.7  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 69: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 70: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 70: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1633    1633.0    1633.0      1633      1633          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 71: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 71: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 72: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4832    2416.0    2416.0      2112      2720        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 72: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1632    1632.0    1632.0      1632      1632          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 73: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 73: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 74: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1632    1632.0    1632.0      1632      1632          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 75: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4704    2352.0    2352.0      2048      2656        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 75: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 76: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 77: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4704    2352.0    2352.0      2048      2656        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 77: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 78: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4832    2416.0    2416.0      2112      2720        429.9  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 78: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4865    2432.5    2432.5      2177      2688        361.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 79: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1568    1568.0    1568.0      1568      1568          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 80: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4800    2400.0    2400.0      2112      2688        407.3  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 80: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1632    1632.0    1632.0      1632      1632          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 81: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4736    2368.0    2368.0      2048      2688        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 81: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1601    1601.0    1601.0      1601      1601          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          2             4800    2400.0    2400.0      2080      2720        452.5  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
 TensorRT-LLM:[Executor] _forward_step 82: 0 ctx reqs, 1 gen reqs   PushPop  2100  3054          1          1             1600    1600.0    1600.0      1600      1600          0.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 TensorRT-LLM:[Executor] _forward_step 84: 1 ctx reqs, 0 gen reqs   PushPop  2100  3054          1          1           184674  184674.0  184674.0    184674    184674          0.0  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
